t,mse,failures
985, 11306.131130539226, 0
986, 11306.131130539226, 0
987, 11306.131130539226, 0
988, 11306.131130539226, 0
989, 11306.131130539226, 0
990, 11306.131130539226, 0
991, 11306.131130539226, 0
992, 11306.131130539226, 0
993, 11306.131130539226, 0
994, 11306.131130539226, 0
995, 11306.131130539226, 0
996, 11306.131130539226, 0
997, 11306.131130539226, 0
998, 11306.131130539226, 0
999, 11306.131130539226, 0
1000, 11306.131130539226, 0
1001, 11306.131130539226, 0
