0, Infinity, Infinity, 86310.25642827815, Infinity, 87244.0647337767, 85924.87378699318, Infinity, Infinity, 2.237545196951416E269, 441114.53780626267, Infinity, 87244.0647337767, Infinity, Infinity, 6.287780297397244E8, Infinity, Infinity, Infinity, 4.665524109288783E168, 1.618936348145231E81
394, 19057.349700417064, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17856.841728974374, 18231.643906522746, 18318.59802309103, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934, 18681.812535860132, 18683.13063433905, 18686.79789668599, 18693.14912229168
395, 18903.88018346491, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17856.841728974374, 18231.643906522746, 18318.59802309103, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934, 18681.812535860132, 18683.13063433905, 18686.79789668599, 18693.14912229168
396, 18834.555703342954, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17856.841728974374, 18231.643906522746, 18318.59802309103, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934, 18681.812535860132, 18683.13063433905, 18686.79789668599, 18693.14912229168
397, 19716.87160533158, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17856.841728974374, 18231.643906522746, 18318.59802309103, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934, 18681.812535860132, 18683.13063433905, 18686.79789668599, 18693.14912229168
398, 18942.094021261364, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17856.841728974374, 18231.643906522746, 18318.59802309103, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934, 18681.812535860132, 18683.13063433905, 18686.79789668599, 18693.14912229168
399, 31758.62157257776, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17856.841728974374, 18231.643906522746, 18318.59802309103, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934, 18681.812535860132, 18683.13063433905, 18686.79789668599, 18693.14912229168
400, 19010.487862636597, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17856.841728974374, 18231.643906522746, 18318.59802309103, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934, 18681.812535860132, 18683.13063433905, 18686.79789668599, 18693.14912229168
401, 18248.260006816607, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17856.841728974374, 18231.643906522746, 18318.59802309103, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934, 18681.812535860132, 18683.13063433905, 18686.79789668599, 18693.14912229168
402, 18863.056030551114, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18318.59802309103, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934, 18681.812535860132, 18683.13063433905, 18686.79789668599
403, 19095.364270806964, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18318.59802309103, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934, 18681.812535860132, 18683.13063433905, 18686.79789668599
404, 19048.075645756762, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18318.59802309103, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934, 18681.812535860132, 18683.13063433905, 18686.79789668599
405, 23583.763467799345, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18318.59802309103, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934, 18681.812535860132, 18683.13063433905, 18686.79789668599
406, 18837.814125296503, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18318.59802309103, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934, 18681.812535860132, 18683.13063433905, 18686.79789668599
407, 18981.00873936268, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18318.59802309103, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934, 18681.812535860132, 18683.13063433905, 18686.79789668599
408, 17838.925697683208, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18318.59802309103, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934, 18681.812535860132, 18683.13063433905, 18686.79789668599
409, 18922.167181684366, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18318.59802309103, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934, 18681.812535860132, 18683.13063433905, 18686.79789668599
410, 19058.464896153095, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18318.59802309103, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934, 18681.812535860132, 18683.13063433905, 18686.79789668599
411, 18941.323820264133, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18318.59802309103, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934, 18681.812535860132, 18683.13063433905, 18686.79789668599
412, 18928.437328769895, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18318.59802309103, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934, 18681.812535860132, 18683.13063433905, 18686.79789668599
413, 25774.14118671654, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18318.59802309103, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934, 18681.812535860132, 18683.13063433905, 18686.79789668599
414, 18438.999224967458, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18318.59802309103, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934, 18681.812535860132, 18683.13063433905, 18686.79789668599
415, 18689.49711085439, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18318.59802309103, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934, 18681.812535860132, 18683.13063433905
416, 19427.267225008003, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18318.59802309103, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934, 18681.812535860132, 18683.13063433905
417, 23119.16855571339, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18318.59802309103, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934, 18681.812535860132, 18683.13063433905
418, 19134.163964429026, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18318.59802309103, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934, 18681.812535860132, 18683.13063433905
419, 18836.308153071393, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18318.59802309103, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934, 18681.812535860132, 18683.13063433905
420, 18781.410290073152, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18318.59802309103, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934, 18681.812535860132, 18683.13063433905
421, 24947.810270721504, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18318.59802309103, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934, 18681.812535860132, 18683.13063433905
422, 17684.454616101815, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18318.59802309103, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934, 18681.812535860132, 18683.13063433905
423, 37908.88447959334, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17684.454616101815, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18318.59802309103, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934, 18681.812535860132
424, 56652.5761864507, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17684.454616101815, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18318.59802309103, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934, 18681.812535860132
425, 19131.62536427445, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17684.454616101815, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18318.59802309103, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934, 18681.812535860132
426, 29881.719765770416, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17684.454616101815, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18318.59802309103, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934, 18681.812535860132
427, Infinity, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17684.454616101815, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18318.59802309103, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934, 18681.812535860132
428, 19058.464896153095, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17684.454616101815, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18318.59802309103, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934, 18681.812535860132
429, 60849.54302866306, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17684.454616101815, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18318.59802309103, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934, 18681.812535860132
430, 18993.722544792985, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17684.454616101815, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18318.59802309103, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934, 18681.812535860132
431, 19937.692010937306, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17684.454616101815, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18318.59802309103, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934, 18681.812535860132
432, 41920.45338492178, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17684.454616101815, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18318.59802309103, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934, 18681.812535860132
433, 29989.71898292804, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17684.454616101815, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18318.59802309103, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934, 18681.812535860132
434, 18988.616112086576, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17684.454616101815, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18318.59802309103, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934, 18681.812535860132
435, 18896.424876650875, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17684.454616101815, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18318.59802309103, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934, 18681.812535860132
436, 19081.478393708545, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17684.454616101815, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18318.59802309103, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934, 18681.812535860132
437, 18958.25544568297, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17684.454616101815, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18318.59802309103, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934, 18681.812535860132
438, 18816.917103874137, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17684.454616101815, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18318.59802309103, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934, 18681.812535860132
439, 32102.748586792342, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17684.454616101815, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18318.59802309103, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934, 18681.812535860132
440, 14174.331945605918, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17684.454616101815, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18318.59802309103, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934, 18681.812535860132
441, 41116.51131042003, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17684.454616101815, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18318.59802309103, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934, 18681.812535860132
442, 18733.435319100387, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17684.454616101815, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18318.59802309103, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934, 18681.812535860132
443, 18295.29727035289, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17684.454616101815, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18318.59802309103, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934, 18681.812535860132
444, 19075.631952651434, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17684.454616101815, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18295.29727035289, 18318.59802309103, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934
445, 20008.71614448177, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17684.454616101815, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18295.29727035289, 18318.59802309103, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934
446, 18866.50690900225, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17684.454616101815, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18295.29727035289, 18318.59802309103, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934
447, 18727.008599260767, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17684.454616101815, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18295.29727035289, 18318.59802309103, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934
448, 34646.3950281663, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17684.454616101815, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18295.29727035289, 18318.59802309103, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934
449, 19083.917369659648, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17684.454616101815, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18295.29727035289, 18318.59802309103, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934
450, 20127.33947849023, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17684.454616101815, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18295.29727035289, 18318.59802309103, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934
451, 18866.50690900225, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17684.454616101815, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18295.29727035289, 18318.59802309103, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934
452, 24435.381519069535, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17684.454616101815, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18295.29727035289, 18318.59802309103, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934
453, 22583.815068293283, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17684.454616101815, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18295.29727035289, 18318.59802309103, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934
454, 18387.29513045347, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17684.454616101815, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18295.29727035289, 18318.59802309103, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185, 18679.31605936934
455, 19264.057478801093, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17684.454616101815, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18295.29727035289, 18318.59802309103, 18387.29513045347, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185
456, 19580.128588339583, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17684.454616101815, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18295.29727035289, 18318.59802309103, 18387.29513045347, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185
457, 20130.828988815683, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17684.454616101815, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18295.29727035289, 18318.59802309103, 18387.29513045347, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185
458, 8231517.40275946, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17684.454616101815, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18295.29727035289, 18318.59802309103, 18387.29513045347, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185
459, Infinity, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17684.454616101815, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18295.29727035289, 18318.59802309103, 18387.29513045347, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185
460, 8.546064505212302E142, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17684.454616101815, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18295.29727035289, 18318.59802309103, 18387.29513045347, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185
461, 18765.105652775717, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17684.454616101815, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18295.29727035289, 18318.59802309103, 18387.29513045347, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185
462, 19058.464896153095, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17684.454616101815, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18295.29727035289, 18318.59802309103, 18387.29513045347, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185
463, 18768.920751410267, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17684.454616101815, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18295.29727035289, 18318.59802309103, 18387.29513045347, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185
464, 18849.501316061396, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17684.454616101815, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18295.29727035289, 18318.59802309103, 18387.29513045347, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185
465, 19060.677134426747, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17684.454616101815, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18295.29727035289, 18318.59802309103, 18387.29513045347, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185
466, 18924.00336791991, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17684.454616101815, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18295.29727035289, 18318.59802309103, 18387.29513045347, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185
467, 20802.569629611608, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17684.454616101815, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18295.29727035289, 18318.59802309103, 18387.29513045347, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185
468, 18864.06895747783, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17684.454616101815, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18295.29727035289, 18318.59802309103, 18387.29513045347, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185
469, 18982.298671509034, 13944.82094338313, 15904.110958932537, 16967.0894770612, 17203.33454023339, 17579.23591340219, 17681.097009086527, 17684.454616101815, 17856.841728974374, 18231.643906522746, 18248.260006816607, 18295.29727035289, 18318.59802309103, 18387.29513045347, 18438.999224967458, 18605.9954221849, 18627.78932975003, 18628.99148955272, 18632.399904946455, 18661.100685988185
