0, 3.802533249023903E19, 5.91108541120545E9, 5.542289309049484E9, 2.0885938243711395E9, 5.7263398807898125E12, 5.874014258010408E9, Infinity, 8.242174282532944E9, 7.300142066168716E9, 9.217104175700737E9, 5.087589244692725E9, 7.198557235179044E9, 6.236199168073823E9, 5.552069441018108E9, Infinity, 3.7977880021550865E9, 6.371687168457635E9, 7.133826968694538E9, 3.802334279048592E13, 6.89252279369317E9, 6.230068229606966E9, 6.765464491019895E9, 6.9940083651331005E9, 6.999098440265025E9, 7.857592699509572E9, Infinity, 5.567111804089444E9, 7.541493488450855E9, Infinity, 7.974314157303205E9, Infinity, Infinity, 8.387152092120852E9, 7.410861663430608E9, Infinity, Infinity, 5.121636279114918E9, Infinity, Infinity, 7.57150995526072E9, Infinity, 6.950770481172136E9, 3.23345798816891E9, 4.949718996297864E9, Infinity, 1.9829163479976032E31, Infinity, 9.457732400076834E9, 7.434227167091089E9, Infinity, 7.499542849962355E9, 6.174906682087672E9, Infinity, 7.520903125067764E9, 6.768050181497777E9, Infinity, 7.862298434136341E9, Infinity, Infinity, Infinity, 8.553910201331771E9, 1.0844172171325502E10, 7.137499347227454E9, Infinity, 7.663672460940912E11, 5.433212174007086E52, Infinity, Infinity, 6.777180826381279E9, 7.209615259426768E9, 6.9573080266861315E9, 1.713627810461879E21, Infinity, Infinity, 7.014487267314953E9, Infinity, Infinity, 6.256396361305262E9, 7.776924827979455E9, 5.335984222735322E9, 6.472163974597373E9, 6.689568862300922E9, 6.875297786623748E9, Infinity, 6.679464877825212E9, 6.607777458383296E9, 7.534907270216136E22, 7.644749446736177E9, Infinity, 7.195532216230174E9, 6.011148566004135E9, 5.585964654226972E9, 5.017402023712746E46, Infinity, 7.443841417058956E9, 8.907210326018639E9, 7.176034180941331E9, 7.397762615119256E9, 6.444286740982404E9, 8.31235251051318E9
343, 1.7570389316709836E9, 1.8918753771088257E9, 1.9410605814097188E9, 2.0422293309811532E9, 2.0824623366198041E9, 2.1794251599160995E9, 2.2185914768004036E9, 2.2291355304906125E9, 2.234605502240986E9, 2.257713717632642E9, 2.2585000755643325E9, 2.2962558572116976E9, 2.3150191293166704E9, 2.3318221483486004E9, 2.3433086303223395E9, 2.3462258527531924E9, 2.374767139597714E9, 2.3929298056476026E9, 2.3963258062570615E9, 2.4189299234582934E9, 2.4423461539414673E9, 2.443954330842779E9, 2.4453464796772213E9, 2.4479148101420875E9, 2.4553952938986053E9, 2.460045054750864E9, 2.461127133724047E9, 2.461319758313848E9, 2.471537569489225E9, 2.4716394412493267E9, 2.478722238482956E9, 2.4839221091237445E9, 2.495263508064937E9, 2.4958501720696263E9, 2.504825538881471E9, 2.509227877000486E9, 2.513415279974557E9, 2.5294483635793E9, 2.5329438740278535E9, 2.541851906948281E9, 2.5522139445098443E9, 2.5587031924960055E9, 2.5617776588082314E9, 2.5785244424047985E9, 2.5795233487491026E9, 2.5890257291536913E9, 2.6016722658628407E9, 2.606609309332246E9, 2.6276191286456876E9, 2.632118538270108E9, 2.6336418863650236E9, 2.642292496565586E9, 2.644096218832149E9, 2.648445398361247E9, 2.6649304756387243E9, 2.6660326965070243E9, 2.6707164200340915E9, 2.6742690661795444E9, 2.675230382145517E9, 2.67719370705568E9, 2.677561553531048E9, 2.701939276361975E9, 2.704434341399791E9, 2.7105733301719575E9, 2.7110298263544507E9, 2.711089808602405E9, 2.7120780990462646E9, 2.7134324416631713E9, 2.733499598402267E9, 2.7362329820022964E9, 2.736842132288568E9, 2.7416776434252214E9, 2.7565502778029385E9, 2.7649283092815456E9, 2.7713646460765367E9, 2.7740335920726333E9, 2.775241872774221E9, 2.7764214032148566E9, 2.7835649213572664E9, 2.784010418119791E9, 2.7859908864912615E9, 2.7867308690242157E9, 2.789277346811587E9, 2.800871914169071E9, 2.8041311655091853E9, 2.8103330053828006E9, 2.8116226819209514E9, 2.8239098523656883E9, 2.826471931944542E9, 2.829520629914036E9, 2.829932286370924E9, 2.8322300938498235E9, 2.832315569999183E9, 2.847352648715184E9, 2.854064186062275E9, 2.860396805388114E9, 2.8657546867019973E9, 2.869269641350488E9, 2.8753625900673685E9, 2.8791787595417438E9
344, 1.9188174990198176E9, 1.978468954185E9, 2.1400796269681745E9, 2.1492440910016522E9, 2.1604228242752013E9, 2.168740741680381E9, 2.182803070891797E9, 2.2248469182837806E9, 2.258482538102541E9, 2.261464306651548E9, 2.2714403330377088E9, 2.274171386522772E9, 2.280751080436649E9, 2.2959570122529016E9, 2.329630745637456E9, 2.3335668257456946E9, 2.333596981217663E9, 2.3399485551828265E9, 2.34027124599162E9, 2.367829713147281E9, 2.37465969472954E9, 2.396430497690828E9, 2.3969166880803013E9, 2.409454111746722E9, 2.411050598144799E9, 2.4203714377894926E9, 2.4260968080013113E9, 2.4286495775425944E9, 2.430885869515851E9, 2.4391348035975423E9, 2.442460950879426E9, 2.4535930427794566E9, 2.4632153938418713E9, 2.4662935526971035E9, 2.473045817008995E9, 2.4778695907671075E9, 2.4781853663219957E9, 2.484896439043091E9, 2.486473964212574E9, 2.488966213660741E9, 2.493045546620595E9, 2.4966458408966317E9, 2.497322335243142E9, 2.504351281304227E9, 2.51611028219084E9, 2.5167601640010004E9, 2.5188379378512936E9, 2.5219620933520856E9, 2.52991283562307E9, 2.533632682634312E9, 2.5529301913475776E9, 2.5530267607956476E9, 2.5547807775002527E9, 2.562554184192465E9, 2.5721063569959774E9, 2.57991390478818E9, 2.5868440248368526E9, 2.5911284866246977E9, 2.5919505927249365E9, 2.5975160387075057E9, 2.601279980753825E9, 2.6059219347001233E9, 2.61767623779902E9, 2.6368386147047024E9, 2.6416165876831694E9, 2.6464965660772386E9, 2.6512625079916334E9, 2.6513805870418067E9, 2.6696449813206515E9, 2.6862637154296947E9, 2.694756854257997E9, 2.698097105964151E9, 2.704848571067998E9, 2.7080020171591663E9, 2.711502265394445E9, 2.7227578856195464E9, 2.7256074827576475E9, 2.729627041389296E9, 2.7582535971683135E9, 2.758641090363342E9, 2.761707365752345E9, 2.7752971159220576E9, 2.781607899534974E9, 2.7825611759730153E9, 2.78600752574377E9, 2.793459866993709E9, 2.795211390315932E9, 2.8062503878296556E9, 2.8118207818456345E9, 2.814109682897068E9, 2.8143660329621487E9, 2.834051721174849E9, 2.83688127344596E9, 2.839236382886207E9, 2.8487959861584625E9, 2.8558647625763593E9, 2.8567446743074675E9, 2.8628680504840255E9, 2.8746204859357977E9, 2.8753666347267656E9
345, 1.9473521366312566E9, 1.9821037640159383E9, 2.0080854066671073E9, 2.098768871652852E9, 2.110999992377458E9, 2.1128204420139492E9, 2.1255286796856625E9, 2.2043441977355247E9, 2.2498637584758806E9, 2.2638528219071317E9, 2.274465018813299E9, 2.286501780620717E9, 2.2865314337026353E9, 2.3076556180898623E9, 2.312317266043814E9, 2.315577178862806E9, 2.317940851383458E9, 2.330404455553866E9, 2.3402995733629246E9, 2.3889661356018057E9, 2.3940011157370973E9, 2.401793697268723E9, 2.4036735010645475E9, 2.404705842706155E9, 2.4073152786292157E9, 2.40743345804384E9, 2.4150608970768433E9, 2.418028880328687E9, 2.4185934799798684E9, 2.4187861092818418E9, 2.4216044108763547E9, 2.423523262127806E9, 2.4362399038805385E9, 2.456413757762812E9, 2.4579312345479407E9, 2.457935719631188E9, 2.4583599147993226E9, 2.4595369153680553E9, 2.463373525235403E9, 2.470906050163639E9, 2.4718196218397694E9, 2.4738267806107006E9, 2.476716242840516E9, 2.4859487382318974E9, 2.4909172883596487E9, 2.498205915350547E9, 2.5002470545323353E9, 2.5064870583620934E9, 2.5078764430106874E9, 2.5205936555236616E9, 2.5264184256219106E9, 2.5349476228600874E9, 2.5370376384191704E9, 2.544582882744139E9, 2.5617745551172504E9, 2.564184160210501E9, 2.564986415521147E9, 2.5780983451372166E9, 2.578623394531509E9, 2.593312922086624E9, 2.6028700873520093E9, 2.631342780882001E9, 2.633136574970741E9, 2.6364859613468924E9, 2.645836621762649E9, 2.6461503785202823E9, 2.662802185294052E9, 2.674046890724709E9, 2.6834900153627415E9, 2.6891572722849665E9, 2.6946115365349503E9, 2.698239945818005E9, 2.702888384117545E9, 2.7032487578356256E9, 2.7051086722617645E9, 2.7094401366760173E9, 2.7175666942795186E9, 2.720138335145216E9, 2.721087592250116E9, 2.729821150336844E9, 2.730117334032636E9, 2.7446255761877394E9, 2.7480999890653467E9, 2.771625236238888E9, 2.7776784111759624E9, 2.779581508899816E9, 2.781251965772095E9, 2.7858833625393243E9, 2.8004874082276545E9, 2.810769258393816E9, 2.811798131097152E9, 2.8151865878732123E9, 2.8246412432744327E9, 2.832358470604546E9, 2.8371466573724775E9, 2.840753173449059E9, 2.8429603685855575E9, 2.8500030779243755E9, 2.877288529346851E9, 2.903676813796348E9
346, 1.8588676176472208E9, 2.0253324765086432E9, 2.026710692094444E9, 2.0793946650700653E9, 2.119463008756917E9, 2.150620751131865E9, 2.1759668284479513E9, 2.191609284319447E9, 2.205803319145746E9, 2.221947232489591E9, 2.2235495277541976E9, 2.2517965796177526E9, 2.254554512428986E9, 2.270547685199141E9, 2.281449472588029E9, 2.285035290930011E9, 2.317985021504962E9, 2.319625475405891E9, 2.325774428332044E9, 2.3299102523186927E9, 2.3413633168018913E9, 2.3416425916878633E9, 2.349129179770288E9, 2.3540680432637286E9, 2.3647696231915336E9, 2.3705539908060646E9, 2.370850017039576E9, 2.380303909964967E9, 2.396784079920554E9, 2.4125582287118993E9, 2.4142417366541214E9, 2.4167741941418324E9, 2.4224851440301E9, 2.4252607814578996E9, 2.453223632964783E9, 2.4698805829577403E9, 2.4729938714781337E9, 2.478901856671988E9, 2.488429693358202E9, 2.493221404110347E9, 2.508392693815476E9, 2.5126921028197813E9, 2.526394539559766E9, 2.5435365204547267E9, 2.559625832050318E9, 2.56914467248171E9, 2.580957574403345E9, 2.588287604276194E9, 2.589715890239414E9, 2.5907586470226536E9, 2.604258478500078E9, 2.6101808827837224E9, 2.62072650756326E9, 2.625539191334226E9, 2.6282014394039917E9, 2.6323282413182454E9, 2.632335911406073E9, 2.6346673641386404E9, 2.63630752096554E9, 2.6399280817395306E9, 2.640592055225723E9, 2.6493139749674754E9, 2.6522216777006702E9, 2.6528865032615128E9, 2.65980682247628E9, 2.6613513231432304E9, 2.664844579457527E9, 2.666893580895579E9, 2.6669968234327455E9, 2.676868957464923E9, 2.677975477509718E9, 2.685531138973143E9, 2.690195441032509E9, 2.696994647819229E9, 2.697208533549699E9, 2.7012302855296884E9, 2.704352216391048E9, 2.7166539853694677E9, 2.723878926133895E9, 2.7313979323322277E9, 2.732020309424685E9, 2.743782816600625E9, 2.7488894277296543E9, 2.7489753770584416E9, 2.7542579616681685E9, 2.755042841448304E9, 2.771452915164602E9, 2.781064685517702E9, 2.7815808701586847E9, 2.783202536333227E9, 2.797882039185726E9, 2.809598743925333E9, 2.809898844752537E9, 2.817123808414468E9, 2.8202977487857842E9, 2.8249722825755816E9, 2.8298546743290725E9, 2.8304276116743584E9, 2.8345427654994335E9, 2.8413772773613677E9
347, 1.7486889514165707E9, 2.0837842002253404E9, 2.0993824310014668E9, 2.1544451798137183E9, 2.1775278838201327E9, 2.2373957395027995E9, 2.273677313744473E9, 2.307823747726584E9, 2.3089687773794007E9, 2.3205194471383715E9, 2.3260362718070445E9, 2.3383397153471537E9, 2.3532482385488143E9, 2.3628191518887796E9, 2.371378702191856E9, 2.376492578244462E9, 2.4025879723865047E9, 2.4042328554888654E9, 2.4053872002253404E9, 2.410063835914837E9, 2.431288659285161E9, 2.4394712250614634E9, 2.44282071189408E9, 2.446675129013286E9, 2.446866637988343E9, 2.4564002626521707E9, 2.4579171517661495E9, 2.4631811620153527E9, 2.46707220508767E9, 2.4675591020009623E9, 2.4685000275400476E9, 2.468781372851225E9, 2.4694490395065165E9, 2.4703912384897966E9, 2.482278417155926E9, 2.4897408563023014E9, 2.503332678498779E9, 2.5054822266153064E9, 2.5067987017069907E9, 2.517493331865466E9, 2.520799649352039E9, 2.525401883612783E9, 2.5357338357557344E9, 2.545120974358036E9, 2.5555992832073183E9, 2.555682476389403E9, 2.559667802136781E9, 2.560115600954716E9, 2.56094886740612E9, 2.565896136550662E9, 2.5792558141575966E9, 2.582019584417553E9, 2.5835083685855227E9, 2.584646095357502E9, 2.5874303067214227E9, 2.603120259249511E9, 2.608069702638572E9, 2.61491811488428E9, 2.6224224209199266E9, 2.6259254871104836E9, 2.6311645564675975E9, 2.637928968321604E9, 2.6403375395137615E9, 2.6431791699430337E9, 2.6439239186797943E9, 2.644116089021946E9, 2.646410946703454E9, 2.648522902004482E9, 2.648875335060357E9, 2.6534179596528907E9, 2.661162530619422E9, 2.6702161742213345E9, 2.6761928302500014E9, 2.678347026244638E9, 2.681080197275548E9, 2.682275933797262E9, 2.686927031765736E9, 2.691312191604967E9, 2.7034527145548854E9, 2.708826586942414E9, 2.719857460757486E9, 2.723271420887862E9, 2.724173836355983E9, 2.7284445631929865E9, 2.730793228901192E9, 2.7318966172130094E9, 2.7328714360798807E9, 2.7338376463521175E9, 2.7342986418889804E9, 2.7454698485906305E9, 2.7541432654131126E9, 2.7645216803250594E9, 2.7681800960549107E9, 2.768441986575927E9, 2.7695249370560184E9, 2.7735486895221405E9, 2.783001766878535E9, 2.7980980966220336E9, 2.814353867225716E9, 2.82663395548965E9
348, 1.6580470863791478E9, 1.930755001730544E9, 2.0495849211055336E9, 2.0909663050231433E9, 2.1718062270647073E9, 2.176612794025104E9, 2.1897133020978456E9, 2.2446735192523355E9, 2.255222953227177E9, 2.272448307703907E9, 2.273042190827331E9, 2.277679145250122E9, 2.305085077033051E9, 2.324759478228503E9, 2.3271266090425906E9, 2.341179811245383E9, 2.3695476409644523E9, 2.374378434378143E9, 2.381139010584671E9, 2.386124326509041E9, 2.400843218662514E9, 2.4020193891286125E9, 2.4251411125993357E9, 2.4265824061030793E9, 2.4336658865052505E9, 2.4632803613506556E9, 2.46332932253452E9, 2.4651245256744127E9, 2.466862595542734E9, 2.4894501680935884E9, 2.4899862598362546E9, 2.4940628313570695E9, 2.499073327617238E9, 2.5119943317486467E9, 2.5174025548639503E9, 2.524787944262792E9, 2.5261597350979853E9, 2.5323390054063587E9, 2.5363205644284906E9, 2.558796993007512E9, 2.559899944898039E9, 2.565630217729394E9, 2.5748941644503984E9, 2.5831415036838365E9, 2.5938387001005673E9, 2.601064853748374E9, 2.6052563840887985E9, 2.614644810596238E9, 2.6205173674013968E9, 2.6208096071759343E9, 2.625279197495094E9, 2.6276253167817454E9, 2.6285998446925263E9, 2.631856053216363E9, 2.642155535934041E9, 2.645569418540167E9, 2.6523191468035674E9, 2.652829865983621E9, 2.6661177419745545E9, 2.672840354308324E9, 2.6784578454770713E9, 2.686783785763605E9, 2.690142337208711E9, 2.6914322622835293E9, 2.696501016172495E9, 2.698916199751243E9, 2.7076190459950223E9, 2.7181045732503295E9, 2.735542179150204E9, 2.7393602811854973E9, 2.7395894229371963E9, 2.7432657084562545E9, 2.745150830203388E9, 2.7542065901518292E9, 2.7573064275920014E9, 2.7698203912348905E9, 2.771842279115979E9, 2.7728782637562037E9, 2.774850914150467E9, 2.7802183613315616E9, 2.7813183017261515E9, 2.7841665464406805E9, 2.784711846869811E9, 2.7883398317171726E9, 2.7945787301016417E9, 2.7966426612728467E9, 2.798186728668173E9, 2.83136230823659E9, 2.833003859025457E9, 2.8406885094975643E9, 2.844824685647671E9, 2.8508304810630927E9, 2.863916196142283E9, 2.86630028867194E9, 2.872139998837203E9, 2.88050118380793E9, 2.8852188814792886E9, 2.8925826792860537E9, 2.8952129447882214E9, 2.91968973326956E9
349, 2.0473322988303237E9, 2.0598869789926035E9, 2.061941875804936E9, 2.1366624340692854E9, 2.1519461139587107E9, 2.1657234608984537E9, 2.168856335353692E9, 2.1909029302884E9, 2.200957910163386E9, 2.20964537740583E9, 2.217310173442123E9, 2.221362524488175E9, 2.2515296244344125E9, 2.2635203163322554E9, 2.2669922711297846E9, 2.280228828456416E9, 2.2919652176317067E9, 2.294222241622072E9, 2.3048854200746307E9, 2.32425962734594E9, 2.3274186850483584E9, 2.330992208251216E9, 2.333092264018131E9, 2.3364992166571026E9, 2.3617465377601714E9, 2.367210242061568E9, 2.3747737337755365E9, 2.3831479332342505E9, 2.3837504666565847E9, 2.3872943729240685E9, 2.3873367722821507E9, 2.391089020357254E9, 2.404389391766382E9, 2.4211882966601048E9, 2.4272036249154572E9, 2.4272931606808896E9, 2.437371709871748E9, 2.445482897060374E9, 2.445499658132133E9, 2.450978909645413E9, 2.4524340980056973E9, 2.4578028510789976E9, 2.46885143701123E9, 2.473832816654084E9, 2.475652125471693E9, 2.4926759905263104E9, 2.521279788486811E9, 2.521477951208537E9, 2.5235519088745275E9, 2.525373521272777E9, 2.540053095920428E9, 2.550267572572979E9, 2.5530400756875267E9, 2.5535789905907874E9, 2.555648654474071E9, 2.556611062603006E9, 2.5647944740546384E9, 2.5693067655005484E9, 2.5700162373542624E9, 2.573038953475904E9, 2.573910158491701E9, 2.5784695665985627E9, 2.5810670632334814E9, 2.581537559185536E9, 2.5818420322783537E9, 2.5883488956471796E9, 2.589256877124403E9, 2.5923930411617947E9, 2.595099743578057E9, 2.603673738176038E9, 2.6124623531239586E9, 2.629820978190718E9, 2.6388594111907306E9, 2.641137718895809E9, 2.6413373263054094E9, 2.6686915627852507E9, 2.6687692272451425E9, 2.669280883467747E9, 2.672328831264126E9, 2.6863834776711082E9, 2.697172026820801E9, 2.7027121185273876E9, 2.705382656869723E9, 2.7107659639427986E9, 2.7228334007666664E9, 2.7245373829552817E9, 2.731684269413222E9, 2.7398863348013525E9, 2.7448499862188907E9, 2.751651315011992E9, 2.7529718709487224E9, 2.765204498879743E9, 2.7672303357795973E9, 2.76961782545694E9, 2.776174528715503E9, 2.7820109609528947E9, 2.796409772448494E9, 2.8008018935670285E9, 2.811412619971302E9, 2.8135898112097106E9
350, 1.969305265460791E9, 1.993858879250588E9, 2.1355487539094088E9, 2.1513150743617754E9, 2.1565870642134733E9, 2.2031673543478346E9, 2.205027231499589E9, 2.2242957469270334E9, 2.2345308129605083E9, 2.245747710062139E9, 2.2735358896127925E9, 2.274190560252056E9, 2.282727605309051E9, 2.285088804075511E9, 2.292864784408058E9, 2.300589095321754E9, 2.310308310283499E9, 2.314960178332757E9, 2.322533549792589E9, 2.3306278043479114E9, 2.335493714081257E9, 2.335852481781132E9, 2.3366838404189997E9, 2.3468060403532777E9, 2.3521836981191144E9, 2.3601422585401907E9, 2.3612447805293717E9, 2.371598428886417E9, 2.387687999423175E9, 2.4043785772522326E9, 2.4074165702898965E9, 2.411376465539967E9, 2.418620671034543E9, 2.425963797504432E9, 2.436132562353964E9, 2.436839852145531E9, 2.4538566958321877E9, 2.4573330680728974E9, 2.462671282312691E9, 2.464265985824353E9, 2.5023142494733944E9, 2.504563738281179E9, 2.5251630738896685E9, 2.5262876635960264E9, 2.534016489183413E9, 2.5388334359798503E9, 2.5392245860981035E9, 2.542126216223599E9, 2.5432254521236625E9, 2.544066665589656E9, 2.5475997275184293E9, 2.559558101857683E9, 2.5695892863710856E9, 2.5737389072237887E9, 2.578531957978637E9, 2.590070242420673E9, 2.597151794975626E9, 2.6046169929209194E9, 2.6143642324311786E9, 2.628415746841684E9, 2.6555302502734766E9, 2.6564866472485986E9, 2.65791964561805E9, 2.6595282892402487E9, 2.6642590234915767E9, 2.6656630891704397E9, 2.6685657997713566E9, 2.683928237859293E9, 2.6946065189223247E9, 2.6984564800067787E9, 2.7029034192919517E9, 2.709432867356591E9, 2.709767185665059E9, 2.71639261480791E9, 2.717924942410443E9, 2.719122182802007E9, 2.7246619056791525E9, 2.7384420639947586E9, 2.7412585521670165E9, 2.7464202175739007E9, 2.750949721047499E9, 2.753549119345526E9, 2.7596202141197424E9, 2.7614212113703275E9, 2.7701510526295915E9, 2.8034111373120775E9, 2.80648616978705E9, 2.8091776488510127E9, 2.8283307211269803E9, 2.8518516203442545E9, 2.8526264984119244E9, 2.8536023763073916E9, 2.85579187913838E9, 2.8611600497608547E9, 2.8750893708246174E9, 2.8794022085965877E9, 2.883059154253295E9, 2.903580229591059E9, 2.9046820595138774E9, 2.905280047404532E9
351, 1.9271634215636537E9, 1.9444096524498508E9, 2.046288189017812E9, 2.0791686140047374E9, 2.0856107194796672E9, 2.0928608248984168E9, 2.0992079168651307E9, 2.123799231725187E9, 2.1584264331554666E9, 2.2121858826206374E9, 2.2261637758842955E9, 2.2431908663397765E9, 2.2465930657930646E9, 2.272935802559757E9, 2.280991387625363E9, 2.3299290983452883E9, 2.3361182086075487E9, 2.361280405826405E9, 2.3731279012640095E9, 2.373734973220398E9, 2.3866587803451405E9, 2.3964874344083195E9, 2.4091404411397567E9, 2.41366648881613E9, 2.43199668529541E9, 2.457494807081581E9, 2.4581657647981567E9, 2.4586693745844326E9, 2.4673549333586764E9, 2.467658919697244E9, 2.4698508274275146E9, 2.4703318203796973E9, 2.475626177207509E9, 2.4798128383134604E9, 2.484097591129767E9, 2.5007056944977164E9, 2.5039963366307025E9, 2.5045220685593634E9, 2.5103451053473163E9, 2.511714639530682E9, 2.517840906605069E9, 2.5203237251509566E9, 2.5240797118104973E9, 2.5341859617774715E9, 2.5428590643186994E9, 2.544717526286273E9, 2.548189672480254E9, 2.5583461252729745E9, 2.569943979096059E9, 2.5706335726616116E9, 2.580969821024254E9, 2.589448466247386E9, 2.591411631037384E9, 2.6035998972800746E9, 2.6057708798975544E9, 2.6095428501213403E9, 2.6103970607794337E9, 2.617190603311294E9, 2.619596071115138E9, 2.6250912528705506E9, 2.6257220177963014E9, 2.632951232324795E9, 2.638551291977879E9, 2.6616102726242056E9, 2.6635525397635584E9, 2.669740630940121E9, 2.6716934929178576E9, 2.673458821758278E9, 2.687096963262469E9, 2.6925735316084814E9, 2.701340686435669E9, 2.7029111842262774E9, 2.7069132217842736E9, 2.7134951209778013E9, 2.7162091089848804E9, 2.720297482083826E9, 2.732312751466755E9, 2.737584987397173E9, 2.74046576880447E9, 2.7438806462068343E9, 2.750091231139755E9, 2.7635701706083894E9, 2.7657484521642427E9, 2.770872822762495E9, 2.781287711059556E9, 2.7948495856896515E9, 2.797998454629886E9, 2.8009519467135215E9, 2.812698134916875E9, 2.817488925220026E9, 2.827500656368631E9, 2.8387029632738295E9, 2.842345523564354E9, 2.8474282740481706E9, 2.847572413668578E9, 2.847651085358667E9, 2.849277493891134E9, 2.8588795160099297E9, 2.8614639702158566E9, 2.871793187073423E9
352, 2.0070678926748886E9, 2.0808024226976843E9, 2.177367515130209E9, 2.1848909700633636E9, 2.233195077879043E9, 2.2361321192316127E9, 2.245452525439392E9, 2.256520086160298E9, 2.2566612695465474E9, 2.2725507965840034E9, 2.2837168625505013E9, 2.285567149467887E9, 2.2872537920966606E9, 2.300091273679377E9, 2.3129951984622283E9, 2.3213030622941766E9, 2.3237184062259264E9, 2.3382980633048844E9, 2.3423277945974708E9, 2.3460026042116575E9, 2.353165663589085E9, 2.3580458082877526E9, 2.382448430024848E9, 2.384308415321302E9, 2.384340883175246E9, 2.3887464348975806E9, 2.390982897134569E9, 2.3916593784285407E9, 2.3919413495264544E9, 2.3932861396872354E9, 2.4091796415361314E9, 2.4094634377421494E9, 2.4222098539839263E9, 2.438779666748306E9, 2.4428160806375847E9, 2.452310798818467E9, 2.468690453222492E9, 2.4763475442433977E9, 2.4825884923935733E9, 2.484485312438959E9, 2.4890607113838253E9, 2.507124194012179E9, 2.5095011531844044E9, 2.527122571842931E9, 2.550789252238663E9, 2.5548697259761066E9, 2.557505411226004E9, 2.560744648725847E9, 2.561359604959633E9, 2.5643529056340613E9, 2.5660970695891376E9, 2.570584497143518E9, 2.574263103140552E9, 2.5776431423298564E9, 2.581862974183752E9, 2.5837903498721004E9, 2.5838347788996563E9, 2.586348777232537E9, 2.5982875122113523E9, 2.6108122197030663E9, 2.6151872246108685E9, 2.615760372303913E9, 2.620865761216019E9, 2.636210962112344E9, 2.6406494830520706E9, 2.6422369482075562E9, 2.6483906782736177E9, 2.6484012188526454E9, 2.6647464114815183E9, 2.6880087868022814E9, 2.6971498718001823E9, 2.698439966864388E9, 2.7041137891403255E9, 2.706809245207563E9, 2.708217376919228E9, 2.74139652460712E9, 2.7474356045419707E9, 2.7489620903627887E9, 2.7555690086862493E9, 2.7745953397946234E9, 2.777369014174877E9, 2.7820835008312016E9, 2.7854429509872456E9, 2.793224307732389E9, 2.8142027019050326E9, 2.8156987063956585E9, 2.832566162777208E9, 2.8456824511891356E9, 2.8493286687683E9, 2.857239423568127E9, 2.865164163051451E9, 2.865954110886018E9, 2.871003473165839E9, 2.8766849477242646E9, 2.886120714978248E9, 2.8952129299165745E9, 2.900253539391469E9, 2.90495373138023E9, 2.9078757680359745E9, 2.9093920598688126E9
353, 1.9091353153867447E9, 2.0582497972599022E9, 2.0781458136266584E9, 2.1419549745017633E9, 2.1469863888944218E9, 2.2204534265657177E9, 2.231578811965699E9, 2.253642408438093E9, 2.253837638191884E9, 2.2631857160495543E9, 2.288825957479338E9, 2.2943466015788636E9, 2.298944573305285E9, 2.2993064780345645E9, 2.30998926831721E9, 2.321322524751528E9, 2.330440508395711E9, 2.332110459200871E9, 2.348043186854569E9, 2.3559873256781344E9, 2.359027590204359E9, 2.364610486658118E9, 2.367089754274916E9, 2.3938828091468253E9, 2.3987014765087285E9, 2.404223993767869E9, 2.4364870899918346E9, 2.4382780588824716E9, 2.4395987096833596E9, 2.4422982302772694E9, 2.442455024139653E9, 2.4564113124043584E9, 2.460073908979549E9, 2.4617998207543364E9, 2.4677425576394587E9, 2.467789625847912E9, 2.4682752475496273E9, 2.472356361525466E9, 2.475923545405842E9, 2.4765075515986495E9, 2.4766766913698926E9, 2.477848074934115E9, 2.4805410667138753E9, 2.4834073274105487E9, 2.486118271212199E9, 2.486512796061464E9, 2.492266643009414E9, 2.5134093825313845E9, 2.527532938983353E9, 2.530123943767514E9, 2.5372092230967956E9, 2.5402161482261577E9, 2.540670468577083E9, 2.5411923650798144E9, 2.5462049332392735E9, 2.5596813272878075E9, 2.5613359030366116E9, 2.5620057019384294E9, 2.5677177832721853E9, 2.56916547405412E9, 2.570593254740188E9, 2.571594638307439E9, 2.581762080988606E9, 2.589844713856426E9, 2.59406826905785E9, 2.594910568406581E9, 2.5987100230605106E9, 2.608064978531275E9, 2.616395399053198E9, 2.6320519079940953E9, 2.6365490592873588E9, 2.637221616366665E9, 2.640383476557398E9, 2.6534914826138434E9, 2.659073103761828E9, 2.6604371217961226E9, 2.661934949203951E9, 2.6673002867253737E9, 2.6689618975056076E9, 2.6713804701449046E9, 2.6741398063527727E9, 2.676594910538834E9, 2.6792241391419225E9, 2.6846979143521843E9, 2.685834804389724E9, 2.6881015940073013E9, 2.6991258343923435E9, 2.702563364056222E9, 2.7113840730097117E9, 2.7250391700121784E9, 2.7451745424099903E9, 2.7544942508676934E9, 2.757210827843427E9, 2.7698951059421425E9, 2.7845108235245442E9, 2.785074728054116E9, 2.7866092138671603E9, 2.787594093128899E9, 2.7886369846570387E9, 2.7912673312312436E9
