0, 3.802533249023903E19, 5.91108541120545E9, 5.542289309049484E9, 2.0885938243711395E9, 5.7263398807898125E12, 5.874014258010408E9, Infinity, 8.242174282532944E9, 7.300142066168716E9, 9.217104175700737E9, 5.087589244692725E9, 7.198557235179044E9, 6.236199168073823E9, 5.552069441018108E9, Infinity, 3.7977880021550865E9, 6.371687168457635E9, 7.133826968694538E9, 3.802334279048592E13, 6.89252279369317E9, 6.230068229606966E9, 6.765464491019895E9, 6.9940083651331005E9, 6.999098440265025E9, 7.857592699509572E9, Infinity, 5.567111804089444E9, 7.541493488450855E9, Infinity, 7.974314157303205E9, Infinity, Infinity, 8.387152092120852E9, 7.410861663430608E9, Infinity, Infinity, 5.121636279114918E9, Infinity, Infinity, 7.57150995526072E9, Infinity, 6.950770481172136E9, 3.23345798816891E9, 4.949718996297864E9, Infinity, 1.9829163479976032E31, Infinity, 9.457732400076834E9, 7.434227167091089E9, Infinity, 7.499542849962355E9, 6.174906682087672E9, Infinity, 7.520903125067764E9, 6.768050181497777E9, Infinity, 7.862298434136341E9, Infinity, Infinity, Infinity, 8.553910201331771E9, 1.0844172171325502E10, 7.137499347227454E9, Infinity, 7.663672460940912E11, 5.433212174007086E52, Infinity, Infinity, 6.777180826381279E9, 7.209615259426768E9, 6.9573080266861315E9, 1.713627810461879E21, Infinity, Infinity, 7.014487267314953E9, Infinity, Infinity, 6.256396361305262E9, 7.776924827979455E9, 5.335984222735322E9, 6.472163974597373E9, 6.689568862300922E9, 6.875297786623748E9, Infinity, 6.679464877825212E9, 6.607777458383296E9, 7.534907270216136E22, 7.644749446736177E9, Infinity, 7.195532216230174E9, 6.011148566004135E9, 5.585964654226972E9, 5.017402023712746E46, Infinity, 7.443841417058956E9, 8.907210326018639E9, 7.176034180941331E9, 7.397762615119256E9, 6.444286740982404E9, 8.31235251051318E9
70, 1.9790498645256917E9, 2.046338730851458E9, 2.0627769767812197E9, 2.116276275562371E9, 2.1341032746323457E9, 2.159872537980935E9, 2.231080239375187E9, 2.2433630759097576E9, 2.2758645345353837E9, 2.304322069525933E9, 2.316669148209268E9, 2.3326567364824967E9, 2.3397763289203176E9, 2.3401610661603675E9, 2.3732946544208207E9, 2.3851808434735436E9, 2.386749298863273E9, 2.394512711411494E9, 2.395542450668821E9, 2.410339054147855E9, 2.425133348684328E9, 2.44503198598907E9, 2.4594178583173823E9, 2.476351948954192E9, 2.476960752851608E9, 2.4921859556189094E9, 2.496339633266024E9, 2.5060363561476765E9, 2.5105066598644466E9, 2.525256794526589E9, 2.527510425977442E9, 2.5305161673549695E9, 2.5313083614850674E9, 2.5586979813787537E9, 2.561791907543918E9, 2.561879705616562E9, 2.564535697424556E9, 2.5745826808488326E9, 2.5756739499938817E9, 2.5828736524418125E9, 2.591219528876511E9, 2.5933656181154385E9, 2.597157076724885E9, 2.599534323622087E9, 2.605090985419895E9, 2.607451318890657E9, 2.6274891191763043E9, 2.6347574570627766E9, 2.6406784621170893E9, 2.641240622908474E9, 2.6503830961767693E9, 2.66066219858838E9, 2.6628715042804627E9, 2.6689716269315844E9, 2.670573675252527E9, 2.6754975684116797E9, 2.676176052072437E9, 2.679675092647275E9, 2.693496318348476E9, 2.6940867285810823E9, 2.707916611795072E9, 2.7141164349043E9, 2.7149718120447106E9, 2.722674530242923E9, 2.723789158613783E9, 2.7252132426377416E9, 2.729233767292494E9, 2.7438416551082683E9, 2.7480164403194623E9, 2.7604470953337955E9, 2.7657969891056323E9, 2.7672198109004493E9, 2.7841430879253473E9, 2.7946289191350737E9, 2.7946693723351097E9, 2.7998427906867948E9, 2.800016114767202E9, 2.8004969165828547E9, 2.8023724741413374E9, 2.805878752944031E9, 2.808153272243553E9, 2.8087342789180336E9, 2.8100896715049143E9, 2.8297973299383297E9, 2.8362329833283772E9, 2.8415090613658667E9, 2.8474677267039566E9, 2.8538844455765495E9, 2.875207866430898E9, 2.8830919206739373E9, 2.888194667055881E9, 2.8955894773854365E9, 2.906492951058324E9, 2.911901639693704E9, 2.935865863280925E9, 2.9417065111693907E9, 2.960071957992448E9, 2.966671433623841E9, 2.9715521551352563E9, 2.9954066445336895E9
71, 2.0615334067687316E9, 2.0807411313066938E9, 2.1020184725756104E9, 2.1062985220993016E9, 2.1374563751335504E9, 2.1545054905536647E9, 2.235774476205325E9, 2.2379918289467177E9, 2.260697672584501E9, 2.2687878407935166E9, 2.28796942465254E9, 2.2899692514559817E9, 2.2977893075689335E9, 2.3026134676761193E9, 2.309808392290534E9, 2.3124829132343173E9, 2.314186010519253E9, 2.317175579378863E9, 2.3548586292724237E9, 2.372731012747284E9, 2.3769306623978343E9, 2.3785249658906126E9, 2.383627722356991E9, 2.387764427370543E9, 2.3964059406357675E9, 2.4084084473739967E9, 2.423408969341832E9, 2.432193048317229E9, 2.44466322791174E9, 2.4713015317552E9, 2.4883489579651337E9, 2.5178594733189564E9, 2.5221748021967945E9, 2.5246886067922635E9, 2.540596919927379E9, 2.547286229800557E9, 2.5662043725484796E9, 2.573299094367515E9, 2.575689602282818E9, 2.591487500865431E9, 2.591512528986546E9, 2.5972272448814816E9, 2.6030290771216693E9, 2.6171046898910084E9, 2.6238018122155333E9, 2.631443119783584E9, 2.6477997574480395E9, 2.6480385067679067E9, 2.660398845403631E9, 2.6649493926057534E9, 2.670001001382763E9, 2.6777042651889153E9, 2.6795628357126727E9, 2.6812540044149766E9, 2.6815374240693727E9, 2.6960225376577845E9, 2.71366817252796E9, 2.7174942765222955E9, 2.71855856166435E9, 2.725044946279655E9, 2.7253351309417686E9, 2.725456158575108E9, 2.731598706302531E9, 2.740337326279272E9, 2.741078781445211E9, 2.752170359519432E9, 2.7523005908787613E9, 2.752754326956011E9, 2.7564013204913173E9, 2.773003085890898E9, 2.7812442548994284E9, 2.7861588522801538E9, 2.790292405630716E9, 2.7959213517661653E9, 2.799880520765499E9, 2.8115537108146086E9, 2.816881105402603E9, 2.8240369186557264E9, 2.831032279679031E9, 2.854174034809504E9, 2.861430693982267E9, 2.8635686006043067E9, 2.8641261328610888E9, 2.8657314189156055E9, 2.871958054731648E9, 2.872697304293047E9, 2.881806341101381E9, 2.8836842073879685E9, 2.896337274718156E9, 2.906945007167041E9, 2.9098621713335624E9, 2.914649038584194E9, 2.9259306165518117E9, 2.937161974778959E9, 2.9373488470257864E9, 2.938922601793948E9, 2.9424110425223875E9, 2.9805619371460586E9, 2.989348572358898E9, 2.9936483989117074E9
72, 2.0394636976268167E9, 2.0646396797471163E9, 2.1426956514020677E9, 2.221120707231774E9, 2.235399883879621E9, 2.2466692554023213E9, 2.2489202109580827E9, 2.265047152518723E9, 2.271009349473992E9, 2.2728566705749383E9, 2.3241174493409405E9, 2.329057459087333E9, 2.332113999472681E9, 2.3371107015520415E9, 2.3378744643573675E9, 2.338663509553078E9, 2.3521493981186886E9, 2.36306779611023E9, 2.3713480510414104E9, 2.3722901709154067E9, 2.3738733399360743E9, 2.3956946878403716E9, 2.3986266346834373E9, 2.405474775281329E9, 2.4056046102081785E9, 2.412354999863965E9, 2.419520195657315E9, 2.428482170223961E9, 2.4343440809117665E9, 2.4368312815793266E9, 2.4392984729734073E9, 2.439982676206808E9, 2.441569788934271E9, 2.4449461709701443E9, 2.463838326129408E9, 2.465690248956293E9, 2.48969473050815E9, 2.491630725333543E9, 2.500605221515454E9, 2.51376080667369E9, 2.5326509242660956E9, 2.5338849369830775E9, 2.5416216953375416E9, 2.5599027982865963E9, 2.563733835463538E9, 2.569220015866873E9, 2.570301268508013E9, 2.5703200354130883E9, 2.574010522450891E9, 2.5751323226088142E9, 2.58996805606366E9, 2.5909253627938066E9, 2.595720305622094E9, 2.600776396283454E9, 2.6034037607110724E9, 2.606138305412347E9, 2.606747086948295E9, 2.6146199799306297E9, 2.6217275107591925E9, 2.621859692239427E9, 2.6269100933020062E9, 2.6285999122573833E9, 2.6350225220879483E9, 2.67458018008103E9, 2.6764912770098424E9, 2.6778942913527026E9, 2.6808949495137835E9, 2.6858213923227587E9, 2.6859275109293633E9, 2.6870571682013726E9, 2.6875814970457025E9, 2.6908741939198756E9, 2.692805721772126E9, 2.6951674566481686E9, 2.7006222376337E9, 2.712094698130307E9, 2.7165599163722563E9, 2.7434301187550864E9, 2.7506533154551296E9, 2.7568288768691936E9, 2.7568886941673355E9, 2.766193343738343E9, 2.768555545707869E9, 2.772615988531167E9, 2.7785952383670673E9, 2.7789945407710533E9, 2.795784951110652E9, 2.798114589356727E9, 2.8001550318575444E9, 2.81178971251157E9, 2.8213405110943856E9, 2.8390428390370536E9, 2.84059137088286E9, 2.8728363874703918E9, 2.877997965241843E9, 2.8847914312839985E9, 2.8855106673765063E9, 2.888587337801471E9, 2.889562057058825E9, 2.897081825775635E9
73, 2.0848471612327569E9, 2.1426389324352324E9, 2.1445691468442667E9, 2.186061987997333E9, 2.2112182244176893E9, 2.2338252640354567E9, 2.275311983549772E9, 2.2813398187403183E9, 2.3106034152304745E9, 2.3200609748718243E9, 2.325526518157577E9, 2.3516964362849364E9, 2.352320481482156E9, 2.358068001266846E9, 2.377699222153822E9, 2.3863712984022307E9, 2.39483564095111E9, 2.395306808234632E9, 2.396873470068389E9, 2.407979286962944E9, 2.412520811641477E9, 2.417539773444443E9, 2.425066801547187E9, 2.4385454609402685E9, 2.4423982256925993E9, 2.445997156378023E9, 2.4461563119830675E9, 2.449189238124588E9, 2.456601644323651E9, 2.471321381546508E9, 2.494011694871607E9, 2.4951881224207616E9, 2.5032989497869277E9, 2.5102820338028636E9, 2.5126279777761583E9, 2.5177453438219256E9, 2.520312430187266E9, 2.534775456459885E9, 2.5358731182886477E9, 2.559457644719687E9, 2.560985093068378E9, 2.5611440640132446E9, 2.564841902081019E9, 2.5659594992004104E9, 2.566367046083441E9, 2.582758535411562E9, 2.587852131227853E9, 2.5937966310511074E9, 2.5976585879843426E9, 2.6028484667529626E9, 2.6165670775641704E9, 2.6194005535572567E9, 2.628854195509633E9, 2.63033531671395E9, 2.6365086868483405E9, 2.6374146823115253E9, 2.647867261607044E9, 2.6486946080403824E9, 2.6499115215324407E9, 2.653328097642595E9, 2.6608245578205757E9, 2.6628346962013E9, 2.663262092534273E9, 2.669110394389424E9, 2.6702220937901177E9, 2.6719586341762977E9, 2.6735045987568936E9, 2.6775309582971807E9, 2.682712281588633E9, 2.685804027400287E9, 2.6881324484310737E9, 2.7078942722581673E9, 2.724849878971282E9, 2.737753296319637E9, 2.744276048089476E9, 2.7615354259646816E9, 2.767843458422738E9, 2.771379054704424E9, 2.785362698459014E9, 2.793015933423775E9, 2.796937221255974E9, 2.7990848119263983E9, 2.8094460448510623E9, 2.813201622211063E9, 2.821583101597682E9, 2.8273124916728706E9, 2.830865606025049E9, 2.834694122252323E9, 2.8348680488263054E9, 2.8350986007620726E9, 2.8427276624026146E9, 2.844951689561156E9, 2.85378476648253E9, 2.8591053489344172E9, 2.860429389135628E9, 2.862725507971642E9, 2.863212323258675E9, 2.8637946909145246E9, 2.8760990811017303E9, 2.877949741847287E9
74, 1.9219901424581132E9, 2.0531530571289275E9, 2.0778325604561126E9, 2.124309879521411E9, 2.181158819387986E9, 2.200338338859285E9, 2.2368349605807805E9, 2.2406569282123322E9, 2.270012394545825E9, 2.2782154119474945E9, 2.289529321159938E9, 2.3027825454654946E9, 2.3273900852459817E9, 2.332249524952909E9, 2.334284315008309E9, 2.3378771682742386E9, 2.3396879690534363E9, 2.3550799238445725E9, 2.370249652150921E9, 2.372414092010294E9, 2.3756544660984607E9, 2.3909420495380697E9, 2.392557531039798E9, 2.4018537769550114E9, 2.4026647031997333E9, 2.4094176870804048E9, 2.4259956068095026E9, 2.4268899694550695E9, 2.44988182221257E9, 2.4511895102614355E9, 2.4524161167634563E9, 2.46210992231978E9, 2.4779721894698086E9, 2.4812339888076854E9, 2.481669150437127E9, 2.489026677817118E9, 2.4912696634439783E9, 2.4918187910014772E9, 2.4999489357723293E9, 2.5049124534266825E9, 2.506475381717978E9, 2.510526286517715E9, 2.523244246673654E9, 2.5354122410929236E9, 2.542031992024446E9, 2.558441355846443E9, 2.5605882312761145E9, 2.565312431073345E9, 2.5745888937422833E9, 2.59401354382393E9, 2.594559676251056E9, 2.597442020441625E9, 2.6011290530933757E9, 2.6081251716086802E9, 2.608190029844738E9, 2.612643224634339E9, 2.6140311018775845E9, 2.616474812518773E9, 2.6259400511260295E9, 2.6285925934737525E9, 2.64085093175746E9, 2.643417891726737E9, 2.645674362369196E9, 2.6626184526490703E9, 2.663166410884011E9, 2.670299898879198E9, 2.6773433902192206E9, 2.677939848911561E9, 2.679210901715515E9, 2.6812900982138915E9, 2.6880201237419868E9, 2.6963613415474486E9, 2.701698312354348E9, 2.706552690219727E9, 2.7161159636553307E9, 2.7265229998961883E9, 2.728163761877749E9, 2.741233467544145E9, 2.7521614353222933E9, 2.7553408984348907E9, 2.759129107196013E9, 2.7723211948004446E9, 2.781971071017159E9, 2.78469102064646E9, 2.7877398228097343E9, 2.800347913663802E9, 2.8101940749687843E9, 2.8171652017745523E9, 2.818535120851408E9, 2.8205618407772536E9, 2.82698545025834E9, 2.8313664373249054E9, 2.8404812130621977E9, 2.854506087931118E9, 2.868851625159237E9, 2.869791834491215E9, 2.870299649153403E9, 2.884971729035569E9, 2.888405832885382E9, 2.890544066952241E9
75, 1.9880738933764677E9, 2.0809709838508976E9, 2.0947858112407427E9, 2.0991677007281036E9, 2.1135187313213284E9, 2.117108225237155E9, 2.186792127794102E9, 2.2047118242779074E9, 2.243755483405466E9, 2.2489819996534805E9, 2.2610861284543614E9, 2.2613294777387176E9, 2.268014400307905E9, 2.271497173970158E9, 2.3079174537334623E9, 2.3368326409799557E9, 2.3412239825454087E9, 2.346721306945054E9, 2.3554499619177766E9, 2.4057288817718997E9, 2.410211696863705E9, 2.416844976083761E9, 2.4312305717900915E9, 2.455931012566001E9, 2.4689934419220634E9, 2.4837036552497663E9, 2.4888296848089314E9, 2.4900707317287807E9, 2.4979116298446307E9, 2.505034760625356E9, 2.5107359136733065E9, 2.5175955411996746E9, 2.5202933837419114E9, 2.526836129822459E9, 2.5360296059823656E9, 2.538883083293632E9, 2.5394645648006935E9, 2.5397343879756627E9, 2.5481263359316387E9, 2.5491520799929414E9, 2.5521624039873023E9, 2.556693327094426E9, 2.558541790700765E9, 2.568927038080002E9, 2.5746021894258766E9, 2.5942981048116093E9, 2.619691902127286E9, 2.620857302038869E9, 2.625560881166262E9, 2.6311360662254934E9, 2.631225740817382E9, 2.662125318984983E9, 2.6652072325245748E9, 2.6669163927201543E9, 2.672039162934947E9, 2.678710210345021E9, 2.691426904429867E9, 2.695291631357403E9, 2.696198769532396E9, 2.704293287646183E9, 2.7051553784610205E9, 2.7121509917365355E9, 2.716449670061745E9, 2.7224483282519217E9, 2.7368393178019586E9, 2.7472113991153035E9, 2.7484625827244277E9, 2.7492668904813433E9, 2.7640336907087817E9, 2.7642708454191523E9, 2.767552947548357E9, 2.7768500079467373E9, 2.7922460650374613E9, 2.7935952107814026E9, 2.7949580483829775E9, 2.797013310699945E9, 2.798012919713427E9, 2.798312983774571E9, 2.800334507174811E9, 2.807938262244536E9, 2.807973830078627E9, 2.808232548498026E9, 2.816413268365463E9, 2.821125816922929E9, 2.8213924987782884E9, 2.822103407401428E9, 2.831220955927762E9, 2.8316723006079755E9, 2.835096975755133E9, 2.837272283197139E9, 2.8417804161462407E9, 2.8458555085861278E9, 2.852218715495541E9, 2.852579743921478E9, 2.861699858629672E9, 2.8634582020591745E9, 2.8692360625750136E9, 2.885189043206259E9, 2.8904743194024196E9, 2.9069142405933847E9
76, 1.98448991846601E9, 2.064405698370563E9, 2.1148059938360574E9, 2.2023245660885715E9, 2.2266430930533204E9, 2.2413940290809436E9, 2.2649769668429794E9, 2.305597089541138E9, 2.32219975576979E9, 2.3282115874446034E9, 2.329551279556698E9, 2.342664214868098E9, 2.3542062580552554E9, 2.3803894827562547E9, 2.382850677443274E9, 2.404973183085728E9, 2.4285501425577574E9, 2.4295549139118342E9, 2.4463728807903833E9, 2.4514375711432533E9, 2.454931080885346E9, 2.461482150074612E9, 2.4646284064409304E9, 2.4692141225533004E9, 2.469218725986234E9, 2.480162262178772E9, 2.5001397282105947E9, 2.5008374632128215E9, 2.5074888777045884E9, 2.5268548291941285E9, 2.531293957356767E9, 2.5501060029359765E9, 2.5505463933368697E9, 2.561358744097339E9, 2.5636626983195333E9, 2.5804203475439663E9, 2.581482342089601E9, 2.582555220019857E9, 2.5840161844263725E9, 2.585387446968901E9, 2.5857247534184227E9, 2.5983793605556936E9, 2.598810606931239E9, 2.599193250911314E9, 2.601030826973339E9, 2.60475583090489E9, 2.604779590504325E9, 2.6068546607405386E9, 2.6279561957623525E9, 2.630670782106006E9, 2.6312734551598654E9, 2.63830559689645E9, 2.640329330734456E9, 2.643640470716232E9, 2.6567598208306203E9, 2.66063671965211E9, 2.662261606594953E9, 2.6652125021125755E9, 2.6717899099408717E9, 2.685241043387508E9, 2.6853716436348042E9, 2.6986645323296432E9, 2.698795443246613E9, 2.7045530143318143E9, 2.7098813353164535E9, 2.718470519345081E9, 2.722684741241796E9, 2.723057071474322E9, 2.7253327253230734E9, 2.7298788586311784E9, 2.739900660837136E9, 2.7403012415516424E9, 2.7605029530927486E9, 2.774691320659274E9, 2.782376157882436E9, 2.792970920508601E9, 2.7970496165688825E9, 2.799028625807628E9, 2.8038521507771745E9, 2.8087800537104974E9, 2.8102598947207804E9, 2.8152444751240015E9, 2.822170012245775E9, 2.831983932998649E9, 2.838408254480326E9, 2.8435496410987797E9, 2.8561594415692806E9, 2.8577534848626256E9, 2.8704502284094276E9, 2.874353723247253E9, 2.8748573675611353E9, 2.8767508024463725E9, 2.8924808103654685E9, 2.907562680687055E9, 2.907589765344149E9, 2.908643551497328E9, 2.91672125408413E9, 2.919394332381065E9, 2.9264634117088194E9, 2.927616884196641E9
77, 1.9766664026925306E9, 2.1105727513836408E9, 2.1532210832672424E9, 2.1771708330197034E9, 2.1813184279899917E9, 2.314259936245429E9, 2.319116667102683E9, 2.3261859214201384E9, 2.340369409138989E9, 2.37762935095634E9, 2.382808880427066E9, 2.3844241948852873E9, 2.386398638724937E9, 2.397313909699179E9, 2.4044228349567323E9, 2.417371899857825E9, 2.4400818434472127E9, 2.4439849000911894E9, 2.445888276598569E9, 2.4692818065249853E9, 2.4810066906223664E9, 2.5039311365689907E9, 2.5107437882467513E9, 2.5167160144283943E9, 2.522722956008099E9, 2.5256618845017905E9, 2.5298184907128677E9, 2.536495982363078E9, 2.5458469502287827E9, 2.5462530645690355E9, 2.553773501575991E9, 2.555630638310872E9, 2.560658331722404E9, 2.5617455770754876E9, 2.5666062374193053E9, 2.574117624345675E9, 2.5765584773091984E9, 2.577847126261231E9, 2.58203064465133E9, 2.5825746150571985E9, 2.5840484402701273E9, 2.587296871496743E9, 2.589053777669483E9, 2.59463474809003E9, 2.596285916893359E9, 2.6121850184938006E9, 2.6131699501846113E9, 2.613488774253644E9, 2.627146419772645E9, 2.627484562197903E9, 2.627575062751285E9, 2.6292159403386335E9, 2.640780473337545E9, 2.6445334569148035E9, 2.6507143456772E9, 2.650837148905312E9, 2.6593294156070576E9, 2.6617494200117984E9, 2.6648317750152497E9, 2.6875338719231024E9, 2.690314192059102E9, 2.693170581884866E9, 2.695691388098133E9, 2.7014943536827397E9, 2.704490088246331E9, 2.7093268055216613E9, 2.7188877227083244E9, 2.719844277980861E9, 2.725143108031205E9, 2.744353681110618E9, 2.752504322941648E9, 2.766692933989839E9, 2.769861539819856E9, 2.7758368946647468E9, 2.7765337825016713E9, 2.778649023070259E9, 2.7816880792833953E9, 2.798255664635324E9, 2.798740216724085E9, 2.8049981938175497E9, 2.8071528710937195E9, 2.8134449202785087E9, 2.8237497143710337E9, 2.8344791385581574E9, 2.8373359671391315E9, 2.8409740505227213E9, 2.8526474331259866E9, 2.8537544645650873E9, 2.8583180525155497E9, 2.863596317933545E9, 2.8848026390879803E9, 2.891497205572633E9, 2.891612345070652E9, 2.89705540326612E9, 2.901507656905792E9, 2.904472045806498E9, 2.910427847294229E9, 2.9187019400748453E9, 2.926373545905718E9, 2.92686065567959E9
78, 1.8599557074506507E9, 1.871106902370931E9, 2.1353188891959233E9, 2.154484413043109E9, 2.196743416387872E9, 2.2633736695335045E9, 2.2729412168157415E9, 2.2731512352383366E9, 2.2885078241620173E9, 2.3067925998457003E9, 2.310138148569961E9, 2.31280726638772E9, 2.318152645571704E9, 2.328259252826152E9, 2.3414048490454097E9, 2.3477545326980557E9, 2.3833275877032075E9, 2.3848440693590026E9, 2.3882783962542353E9, 2.3918898004631414E9, 2.420674534704852E9, 2.453910764608671E9, 2.469374559514757E9, 2.487809054469711E9, 2.496487762813105E9, 2.508099132797732E9, 2.5081141114434824E9, 2.5093377719144206E9, 2.513404408275817E9, 2.514100814931139E9, 2.5156679710126815E9, 2.5378431261537113E9, 2.5509342674640017E9, 2.560079946068484E9, 2.5611984724180903E9, 2.5650184664021606E9, 2.573486400999917E9, 2.5735701019243135E9, 2.577043248171699E9, 2.592233369110927E9, 2.5952326367251387E9, 2.607996434987114E9, 2.609801206903117E9, 2.6167993014764547E9, 2.6248791543230786E9, 2.6267670019384356E9, 2.6364196342021503E9, 2.64200363020863E9, 2.6424261048206635E9, 2.6432093610862217E9, 2.647858060685612E9, 2.650514981570917E9, 2.6635709812246046E9, 2.675644884912716E9, 2.6772702949243493E9, 2.681509157092955E9, 2.683901783937647E9, 2.6904696235406146E9, 2.7062875561533847E9, 2.7078939106112657E9, 2.708704628642149E9, 2.7102521508214765E9, 2.7250643982864285E9, 2.7268403576526256E9, 2.727374746030004E9, 2.729883381027361E9, 2.736312272911638E9, 2.737607722019506E9, 2.743808469459795E9, 2.744214830359154E9, 2.7475306167063875E9, 2.769563503553272E9, 2.774681529562756E9, 2.776768817936076E9, 2.7822766774673243E9, 2.784766590823886E9, 2.786357679940279E9, 2.7923933526911187E9, 2.800722630798778E9, 2.8031622532482247E9, 2.803362922466255E9, 2.804517844867367E9, 2.8050459886501484E9, 2.806272113985434E9, 2.809091222579516E9, 2.820154474444178E9, 2.820274850988312E9, 2.8258870605581813E9, 2.8381256789643145E9, 2.8461739975972414E9, 2.846469862290857E9, 2.8470264603834047E9, 2.851079418280987E9, 2.8531291685591774E9, 2.861981235419873E9, 2.869433657488495E9, 2.8753693299507327E9, 2.884792981780631E9, 2.8966804404845157E9, 2.9047529437279124E9
79, 2.064261013426167E9, 2.0921069947653215E9, 2.1080008354939222E9, 2.1368223839137647E9, 2.145219422094588E9, 2.150153285080557E9, 2.197664314268617E9, 2.20810574923662E9, 2.2087474515903263E9, 2.216789023063473E9, 2.2212759070780025E9, 2.228969518998991E9, 2.3044285410457706E9, 2.3217812638911095E9, 2.329088908858702E9, 2.3391662926122675E9, 2.3554010159818945E9, 2.357859800530524E9, 2.3607290800849166E9, 2.365580311640075E9, 2.381318386239892E9, 2.384915702187377E9, 2.3888372342774086E9, 2.4057015430712214E9, 2.408662377040088E9, 2.4150875009649444E9, 2.4154606323195047E9, 2.417921993872434E9, 2.4307773451638303E9, 2.452540667968664E9, 2.452917407028102E9, 2.4623710781363907E9, 2.4671750571467686E9, 2.468217947082372E9, 2.485505202625679E9, 2.496852684659277E9, 2.510767669574474E9, 2.519302957569475E9, 2.5221783472830014E9, 2.5226231047198124E9, 2.5268301007444887E9, 2.5309074156156106E9, 2.53349021512256E9, 2.535772745027198E9, 2.5390890573490996E9, 2.548490608414673E9, 2.558471059773233E9, 2.559717472541309E9, 2.5611852182617197E9, 2.577756759772705E9, 2.5820769708376703E9, 2.5916742532399683E9, 2.5973553690510645E9, 2.602930382682084E9, 2.608836887372507E9, 2.609862782404145E9, 2.6121950443506722E9, 2.6172566645885677E9, 2.619621526230474E9, 2.6201203351073675E9, 2.6228168279388676E9, 2.625868048853892E9, 2.6260534134389486E9, 2.6293043507810774E9, 2.6349742881631846E9, 2.6367168541274977E9, 2.6421164970882916E9, 2.6562745676988916E9, 2.6568290707375264E9, 2.6588460749715624E9, 2.6588914161008434E9, 2.6810276425270715E9, 2.68404900750369E9, 2.6913475790993977E9, 2.6987937030570707E9, 2.69975031575337E9, 2.704360292699817E9, 2.7179561526517644E9, 2.73285107424801E9, 2.7360309957299E9, 2.746496711684181E9, 2.755909795560222E9, 2.7560847024730887E9, 2.7603819424066315E9, 2.760799516651354E9, 2.762966330096592E9, 2.763479580766102E9, 2.771030634105576E9, 2.772121553891486E9, 2.776362042611221E9, 2.7824132283940144E9, 2.7826303116048183E9, 2.7897096363671737E9, 2.7976845330401187E9, 2.8015831811478324E9, 2.8119006938463964E9, 2.813223557800465E9, 2.8148631842656155E9, 2.8291667850099177E9, 2.8325120442818127E9
80, 2.134517962469148E9, 2.1390890556895092E9, 2.159282369782321E9, 2.170132529585419E9, 2.2167294129653E9, 2.216837348926943E9, 2.217486613044168E9, 2.2520784754047666E9, 2.2934579225928063E9, 2.3287198329816704E9, 2.335680701359187E9, 2.3390513397219334E9, 2.3590399661766176E9, 2.400248898971394E9, 2.41672430489213E9, 2.4167543393852463E9, 2.4212545397723236E9, 2.422635492113345E9, 2.4302565197731786E9, 2.4333879501582656E9, 2.4347917331626782E9, 2.4436860322074556E9, 2.4523410242048182E9, 2.4582457658268447E9, 2.466049393929695E9, 2.468584381717682E9, 2.4705114489470935E9, 2.487338636118792E9, 2.4939546165414815E9, 2.4945323963269672E9, 2.50060197897969E9, 2.501704300628872E9, 2.5099124399732695E9, 2.517353355294008E9, 2.520857971146679E9, 2.534250885024898E9, 2.5440946890144024E9, 2.5468357836931295E9, 2.554632561835719E9, 2.580065288208137E9, 2.584472968779279E9, 2.589908975716566E9, 2.6043409190135045E9, 2.607914346060036E9, 2.625132546210558E9, 2.6270927346193414E9, 2.631442170915682E9, 2.6343470044061813E9, 2.635064532487386E9, 2.6479051893191676E9, 2.6482382265900927E9, 2.6543886329660916E9, 2.659094959054681E9, 2.661831589882062E9, 2.6643567202679186E9, 2.674779342841701E9, 2.6753413620566096E9, 2.6764145899895377E9, 2.6781262947222414E9, 2.679029488075893E9, 2.680257243043066E9, 2.696609569045526E9, 2.7003336769779243E9, 2.703593529429247E9, 2.707256805791163E9, 2.711215955792631E9, 2.7114299683445015E9, 2.716157408131379E9, 2.733030728495625E9, 2.751276923625611E9, 2.7617658734693627E9, 2.7627967629404635E9, 2.782993306735169E9, 2.7893837673705974E9, 2.80918767211476E9, 2.809700343705874E9, 2.81265054561002E9, 2.815651279614842E9, 2.8207239264772115E9, 2.8211853600123863E9, 2.8230596149058695E9, 2.8343894792094235E9, 2.8423569999893928E9, 2.8463474765882387E9, 2.8494121984674144E9, 2.8765951539513054E9, 2.8810842090352654E9, 2.8884613801354E9, 2.89444753035866E9, 2.913881043594358E9, 2.919358429370621E9, 2.92010909248331E9, 2.922593457328525E9, 2.9246338618430014E9, 2.933078639148104E9, 2.9350515632944956E9, 2.948440179741113E9, 2.9491992272714543E9, 2.950385187907564E9, 2.9561916382095137E9
