0, Infinity, Infinity, Infinity, 2.8706265735983656E139, Infinity, 1.5824764185853247E7, Infinity, Infinity, 2.8794177022000585E9, 69404.13908948858, 4580695.040753311, 1.4472977756584713E7, 3.149679655530116E11, 86424.4602153659, 5417566.760999809, Infinity, 3.6192470956304454E17, Infinity, 1463014.2857934893, Infinity, 42045.72646952804, 33957.80590326133, 44514.67581613852, 74981.8467358271, 1.784095428234059E247, 39549.95079386276, 49259.23747836833, 1.9608399532039898E269, 4290732.89447833, Infinity, 43524.49567545203, Infinity, 46868.85901847487, 4.0524698458646484E11, Infinity, 1.5143458784787927E11, Infinity, Infinity, Infinity, 1.5312022545862566E272, 2.1951040158087536E85, 42669.5474172518, 1576770.7454524445, Infinity, 4.315267923307599E7, Infinity, 41449.1730031293, 35753.480069796504, Infinity, Infinity, Infinity, 41815.4582719347, Infinity, Infinity, 3.4853660778886035E11, 73835.075451951, 1.548572966934378E10, 1.893906443190526E7, Infinity, Infinity, 43440.885407999674, 190426.3722024791, 7696141.65255741, 82145.37733061172, Infinity, 1.589258582382085E8, 42624.01768799342, 49424.08470634911, Infinity, 2.5541237716493616E8, 3.834949510433519E10, Infinity, Infinity, 37834.086497851444, 43796.66140166139, 4.633123404050459E7, Infinity, 1.4011511809893456E8, 68240.88039939402, 5.865754148332275E7, 50059.03510007452, Infinity, Infinity, Infinity, 38936.02974164919, 4.226953267757912E9, 171133.76775551005, 96464.55564238598, 1.1244808686532615E8, 53896.024209773284, 1.0945983781678759E232, 39467.83022241174, Infinity, 1555906.2507386063, Infinity, Infinity, 47252.34580259878, 1.896346524231165E7, 129458.90099212009, 2528768.684751503
407, 41769.87747938197, 19592.430595794052, 31941.894779257753, 33809.210753312946, 34128.70281453293, 34343.96338015013, 35121.91094461848, 35175.38113643188, 35353.63236272928, 35525.52967579132, 35590.685141705886, 35740.73373037565, 35934.19374058367, 35988.209119488354, 36214.5430200931, 36402.101936482664, 36413.4216306826, 36577.24487725322, 36676.16580129348, 36713.08669964823, 36719.335197408756, 36771.820209852434, 36799.944250487446, 36852.418205497226, 37145.61459835089, 37583.12742897457, 37612.52336018912, 37734.57138301608, 37749.751065019474, 37773.46714740194, 37854.84749800126, 38093.16474073717, 38254.554126983625, 38256.73213926828, 38437.936230828294, 38456.960881675564, 38575.50377649865, 38596.42847030618, 38599.462034213866, 38628.175181211525, 38772.03498761645, 38925.550882552925, 38971.557111354574, 39161.99416726538, 39311.05867206121, 39451.840171021424, 39467.83022241174, 39510.574212515574, 39516.65162077182, 39538.44101147893, 39542.11174349582, 39724.37274153819, 39742.161420069315, 39770.36892554488, 39882.07834988511, 39912.94799774262, 39978.035307471844, 39990.50308492564, 40016.42860500589, 40083.038795950706, 40242.73964502863, 40257.84356363423, 40267.28625569426, 40281.112634643716, 40293.97150461396, 40333.25307300263, 40346.52472980934, 40439.54035753034, 40502.459671465695, 40531.82221865304, 40539.12578007058, 40554.56422842266, 40560.09054799644, 40566.19983418828, 40585.32697949651, 40586.567392999066, 40599.31551112682, 40609.02160242095, 40641.60293729172, 40678.88575510828, 40696.239808948405, 41093.62578876396, 41117.47996137159, 41144.510793732785, 41156.76214456849, 41184.789863905884, 41246.38598747774, 41280.32791515637, 41325.88550814616, 41395.616743605344, 41418.38470355421, 41425.92590108079, 41430.538946885725, 41449.1730031293, 41569.77482333537, 41584.96377005118, 41633.84722626831, 41666.77484052445, 41705.38513688742, 41717.84581890934
408, 45136.38486110051, 19592.430595794052, 31941.894779257753, 33809.210753312946, 34128.70281453293, 34343.96338015013, 35121.91094461848, 35175.38113643188, 35353.63236272928, 35525.52967579132, 35590.685141705886, 35740.73373037565, 35934.19374058367, 35988.209119488354, 36214.5430200931, 36402.101936482664, 36413.4216306826, 36577.24487725322, 36676.16580129348, 36713.08669964823, 36719.335197408756, 36771.820209852434, 36799.944250487446, 36852.418205497226, 37145.61459835089, 37583.12742897457, 37612.52336018912, 37734.57138301608, 37749.751065019474, 37773.46714740194, 37854.84749800126, 38093.16474073717, 38254.554126983625, 38256.73213926828, 38437.936230828294, 38456.960881675564, 38575.50377649865, 38596.42847030618, 38599.462034213866, 38628.175181211525, 38772.03498761645, 38925.550882552925, 38971.557111354574, 39161.99416726538, 39311.05867206121, 39451.840171021424, 39467.83022241174, 39510.574212515574, 39516.65162077182, 39538.44101147893, 39542.11174349582, 39724.37274153819, 39742.161420069315, 39770.36892554488, 39882.07834988511, 39912.94799774262, 39978.035307471844, 39990.50308492564, 40016.42860500589, 40083.038795950706, 40242.73964502863, 40257.84356363423, 40267.28625569426, 40281.112634643716, 40293.97150461396, 40333.25307300263, 40346.52472980934, 40439.54035753034, 40502.459671465695, 40531.82221865304, 40539.12578007058, 40554.56422842266, 40560.09054799644, 40566.19983418828, 40585.32697949651, 40586.567392999066, 40599.31551112682, 40609.02160242095, 40641.60293729172, 40678.88575510828, 40696.239808948405, 41093.62578876396, 41117.47996137159, 41144.510793732785, 41156.76214456849, 41184.789863905884, 41246.38598747774, 41280.32791515637, 41325.88550814616, 41395.616743605344, 41418.38470355421, 41425.92590108079, 41430.538946885725, 41449.1730031293, 41569.77482333537, 41584.96377005118, 41633.84722626831, 41666.77484052445, 41705.38513688742, 41717.84581890934
409, 43765.76466982917, 19592.430595794052, 31941.894779257753, 33809.210753312946, 34128.70281453293, 34343.96338015013, 35121.91094461848, 35175.38113643188, 35353.63236272928, 35525.52967579132, 35590.685141705886, 35740.73373037565, 35934.19374058367, 35988.209119488354, 36214.5430200931, 36402.101936482664, 36413.4216306826, 36577.24487725322, 36676.16580129348, 36713.08669964823, 36719.335197408756, 36771.820209852434, 36799.944250487446, 36852.418205497226, 37145.61459835089, 37583.12742897457, 37612.52336018912, 37734.57138301608, 37749.751065019474, 37773.46714740194, 37854.84749800126, 38093.16474073717, 38254.554126983625, 38256.73213926828, 38437.936230828294, 38456.960881675564, 38575.50377649865, 38596.42847030618, 38599.462034213866, 38628.175181211525, 38772.03498761645, 38925.550882552925, 38971.557111354574, 39161.99416726538, 39311.05867206121, 39451.840171021424, 39467.83022241174, 39510.574212515574, 39516.65162077182, 39538.44101147893, 39542.11174349582, 39724.37274153819, 39742.161420069315, 39770.36892554488, 39882.07834988511, 39912.94799774262, 39978.035307471844, 39990.50308492564, 40016.42860500589, 40083.038795950706, 40242.73964502863, 40257.84356363423, 40267.28625569426, 40281.112634643716, 40293.97150461396, 40333.25307300263, 40346.52472980934, 40439.54035753034, 40502.459671465695, 40531.82221865304, 40539.12578007058, 40554.56422842266, 40560.09054799644, 40566.19983418828, 40585.32697949651, 40586.567392999066, 40599.31551112682, 40609.02160242095, 40641.60293729172, 40678.88575510828, 40696.239808948405, 41093.62578876396, 41117.47996137159, 41144.510793732785, 41156.76214456849, 41184.789863905884, 41246.38598747774, 41280.32791515637, 41325.88550814616, 41395.616743605344, 41418.38470355421, 41425.92590108079, 41430.538946885725, 41449.1730031293, 41569.77482333537, 41584.96377005118, 41633.84722626831, 41666.77484052445, 41705.38513688742, 41717.84581890934
410, 40643.84049166711, 19592.430595794052, 31941.894779257753, 33809.210753312946, 34128.70281453293, 34343.96338015013, 35121.91094461848, 35175.38113643188, 35353.63236272928, 35525.52967579132, 35590.685141705886, 35740.73373037565, 35934.19374058367, 35988.209119488354, 36214.5430200931, 36402.101936482664, 36413.4216306826, 36577.24487725322, 36676.16580129348, 36713.08669964823, 36719.335197408756, 36771.820209852434, 36799.944250487446, 36852.418205497226, 37145.61459835089, 37583.12742897457, 37612.52336018912, 37734.57138301608, 37749.751065019474, 37773.46714740194, 37854.84749800126, 38093.16474073717, 38254.554126983625, 38256.73213926828, 38437.936230828294, 38456.960881675564, 38575.50377649865, 38596.42847030618, 38599.462034213866, 38628.175181211525, 38772.03498761645, 38925.550882552925, 38971.557111354574, 39161.99416726538, 39311.05867206121, 39451.840171021424, 39467.83022241174, 39510.574212515574, 39516.65162077182, 39538.44101147893, 39542.11174349582, 39724.37274153819, 39742.161420069315, 39770.36892554488, 39882.07834988511, 39912.94799774262, 39978.035307471844, 39990.50308492564, 40016.42860500589, 40083.038795950706, 40242.73964502863, 40257.84356363423, 40267.28625569426, 40281.112634643716, 40293.97150461396, 40333.25307300263, 40346.52472980934, 40439.54035753034, 40502.459671465695, 40531.82221865304, 40539.12578007058, 40554.56422842266, 40560.09054799644, 40566.19983418828, 40585.32697949651, 40586.567392999066, 40599.31551112682, 40609.02160242095, 40641.60293729172, 40678.88575510828, 40696.239808948405, 41093.62578876396, 41117.47996137159, 41144.510793732785, 41156.76214456849, 41184.789863905884, 41246.38598747774, 41280.32791515637, 41325.88550814616, 41395.616743605344, 41418.38470355421, 41425.92590108079, 41430.538946885725, 41449.1730031293, 41569.77482333537, 41584.96377005118, 41633.84722626831, 41666.77484052445, 41705.38513688742, 41717.84581890934
411, 33297.82615203284, 19592.430595794052, 31941.894779257753, 33809.210753312946, 34128.70281453293, 34343.96338015013, 35121.91094461848, 35175.38113643188, 35353.63236272928, 35525.52967579132, 35590.685141705886, 35740.73373037565, 35934.19374058367, 35988.209119488354, 36214.5430200931, 36402.101936482664, 36413.4216306826, 36577.24487725322, 36676.16580129348, 36713.08669964823, 36719.335197408756, 36771.820209852434, 36799.944250487446, 36852.418205497226, 37145.61459835089, 37583.12742897457, 37612.52336018912, 37734.57138301608, 37749.751065019474, 37773.46714740194, 37854.84749800126, 38093.16474073717, 38254.554126983625, 38256.73213926828, 38437.936230828294, 38456.960881675564, 38575.50377649865, 38596.42847030618, 38599.462034213866, 38628.175181211525, 38772.03498761645, 38925.550882552925, 38971.557111354574, 39161.99416726538, 39311.05867206121, 39451.840171021424, 39467.83022241174, 39510.574212515574, 39516.65162077182, 39538.44101147893, 39542.11174349582, 39724.37274153819, 39742.161420069315, 39770.36892554488, 39882.07834988511, 39912.94799774262, 39978.035307471844, 39990.50308492564, 40016.42860500589, 40083.038795950706, 40242.73964502863, 40257.84356363423, 40267.28625569426, 40281.112634643716, 40293.97150461396, 40333.25307300263, 40346.52472980934, 40439.54035753034, 40502.459671465695, 40531.82221865304, 40539.12578007058, 40554.56422842266, 40560.09054799644, 40566.19983418828, 40585.32697949651, 40586.567392999066, 40599.31551112682, 40609.02160242095, 40641.60293729172, 40643.84049166711, 40678.88575510828, 40696.239808948405, 41093.62578876396, 41117.47996137159, 41144.510793732785, 41156.76214456849, 41184.789863905884, 41246.38598747774, 41280.32791515637, 41325.88550814616, 41395.616743605344, 41418.38470355421, 41425.92590108079, 41430.538946885725, 41449.1730031293, 41569.77482333537, 41584.96377005118, 41633.84722626831, 41666.77484052445, 41705.38513688742
412, 47235.8030698676, 19592.430595794052, 31941.894779257753, 33297.82615203284, 33809.210753312946, 34128.70281453293, 34343.96338015013, 35121.91094461848, 35175.38113643188, 35353.63236272928, 35525.52967579132, 35590.685141705886, 35740.73373037565, 35934.19374058367, 35988.209119488354, 36214.5430200931, 36402.101936482664, 36413.4216306826, 36577.24487725322, 36676.16580129348, 36713.08669964823, 36719.335197408756, 36771.820209852434, 36799.944250487446, 36852.418205497226, 37145.61459835089, 37583.12742897457, 37612.52336018912, 37734.57138301608, 37749.751065019474, 37773.46714740194, 37854.84749800126, 38093.16474073717, 38254.554126983625, 38256.73213926828, 38437.936230828294, 38456.960881675564, 38575.50377649865, 38596.42847030618, 38599.462034213866, 38628.175181211525, 38772.03498761645, 38925.550882552925, 38971.557111354574, 39161.99416726538, 39311.05867206121, 39451.840171021424, 39467.83022241174, 39510.574212515574, 39516.65162077182, 39538.44101147893, 39542.11174349582, 39724.37274153819, 39742.161420069315, 39770.36892554488, 39882.07834988511, 39912.94799774262, 39978.035307471844, 39990.50308492564, 40016.42860500589, 40083.038795950706, 40242.73964502863, 40257.84356363423, 40267.28625569426, 40281.112634643716, 40293.97150461396, 40333.25307300263, 40346.52472980934, 40439.54035753034, 40502.459671465695, 40531.82221865304, 40539.12578007058, 40554.56422842266, 40560.09054799644, 40566.19983418828, 40585.32697949651, 40586.567392999066, 40599.31551112682, 40609.02160242095, 40641.60293729172, 40643.84049166711, 40678.88575510828, 40696.239808948405, 41093.62578876396, 41117.47996137159, 41144.510793732785, 41156.76214456849, 41184.789863905884, 41246.38598747774, 41280.32791515637, 41325.88550814616, 41395.616743605344, 41418.38470355421, 41425.92590108079, 41430.538946885725, 41449.1730031293, 41569.77482333537, 41584.96377005118, 41633.84722626831, 41666.77484052445
413, 44336.022466423135, 19592.430595794052, 31941.894779257753, 33297.82615203284, 33809.210753312946, 34128.70281453293, 34343.96338015013, 35121.91094461848, 35175.38113643188, 35353.63236272928, 35525.52967579132, 35590.685141705886, 35740.73373037565, 35934.19374058367, 35988.209119488354, 36214.5430200931, 36402.101936482664, 36413.4216306826, 36577.24487725322, 36676.16580129348, 36713.08669964823, 36719.335197408756, 36771.820209852434, 36799.944250487446, 36852.418205497226, 37145.61459835089, 37583.12742897457, 37612.52336018912, 37734.57138301608, 37749.751065019474, 37773.46714740194, 37854.84749800126, 38093.16474073717, 38254.554126983625, 38256.73213926828, 38437.936230828294, 38456.960881675564, 38575.50377649865, 38596.42847030618, 38599.462034213866, 38628.175181211525, 38772.03498761645, 38925.550882552925, 38971.557111354574, 39161.99416726538, 39311.05867206121, 39451.840171021424, 39467.83022241174, 39510.574212515574, 39516.65162077182, 39538.44101147893, 39542.11174349582, 39724.37274153819, 39742.161420069315, 39770.36892554488, 39882.07834988511, 39912.94799774262, 39978.035307471844, 39990.50308492564, 40016.42860500589, 40083.038795950706, 40242.73964502863, 40257.84356363423, 40267.28625569426, 40281.112634643716, 40293.97150461396, 40333.25307300263, 40346.52472980934, 40439.54035753034, 40502.459671465695, 40531.82221865304, 40539.12578007058, 40554.56422842266, 40560.09054799644, 40566.19983418828, 40585.32697949651, 40586.567392999066, 40599.31551112682, 40609.02160242095, 40641.60293729172, 40643.84049166711, 40678.88575510828, 40696.239808948405, 41093.62578876396, 41117.47996137159, 41144.510793732785, 41156.76214456849, 41184.789863905884, 41246.38598747774, 41280.32791515637, 41325.88550814616, 41395.616743605344, 41418.38470355421, 41425.92590108079, 41430.538946885725, 41449.1730031293, 41569.77482333537, 41584.96377005118, 41633.84722626831, 41666.77484052445
414, 43128.341133925416, 19592.430595794052, 31941.894779257753, 33297.82615203284, 33809.210753312946, 34128.70281453293, 34343.96338015013, 35121.91094461848, 35175.38113643188, 35353.63236272928, 35525.52967579132, 35590.685141705886, 35740.73373037565, 35934.19374058367, 35988.209119488354, 36214.5430200931, 36402.101936482664, 36413.4216306826, 36577.24487725322, 36676.16580129348, 36713.08669964823, 36719.335197408756, 36771.820209852434, 36799.944250487446, 36852.418205497226, 37145.61459835089, 37583.12742897457, 37612.52336018912, 37734.57138301608, 37749.751065019474, 37773.46714740194, 37854.84749800126, 38093.16474073717, 38254.554126983625, 38256.73213926828, 38437.936230828294, 38456.960881675564, 38575.50377649865, 38596.42847030618, 38599.462034213866, 38628.175181211525, 38772.03498761645, 38925.550882552925, 38971.557111354574, 39161.99416726538, 39311.05867206121, 39451.840171021424, 39467.83022241174, 39510.574212515574, 39516.65162077182, 39538.44101147893, 39542.11174349582, 39724.37274153819, 39742.161420069315, 39770.36892554488, 39882.07834988511, 39912.94799774262, 39978.035307471844, 39990.50308492564, 40016.42860500589, 40083.038795950706, 40242.73964502863, 40257.84356363423, 40267.28625569426, 40281.112634643716, 40293.97150461396, 40333.25307300263, 40346.52472980934, 40439.54035753034, 40502.459671465695, 40531.82221865304, 40539.12578007058, 40554.56422842266, 40560.09054799644, 40566.19983418828, 40585.32697949651, 40586.567392999066, 40599.31551112682, 40609.02160242095, 40641.60293729172, 40643.84049166711, 40678.88575510828, 40696.239808948405, 41093.62578876396, 41117.47996137159, 41144.510793732785, 41156.76214456849, 41184.789863905884, 41246.38598747774, 41280.32791515637, 41325.88550814616, 41395.616743605344, 41418.38470355421, 41425.92590108079, 41430.538946885725, 41449.1730031293, 41569.77482333537, 41584.96377005118, 41633.84722626831, 41666.77484052445
415, 50584.737818763206, 19592.430595794052, 31941.894779257753, 33297.82615203284, 33809.210753312946, 34128.70281453293, 34343.96338015013, 35121.91094461848, 35175.38113643188, 35353.63236272928, 35525.52967579132, 35590.685141705886, 35740.73373037565, 35934.19374058367, 35988.209119488354, 36214.5430200931, 36402.101936482664, 36413.4216306826, 36577.24487725322, 36676.16580129348, 36713.08669964823, 36719.335197408756, 36771.820209852434, 36799.944250487446, 36852.418205497226, 37145.61459835089, 37583.12742897457, 37612.52336018912, 37734.57138301608, 37749.751065019474, 37773.46714740194, 37854.84749800126, 38093.16474073717, 38254.554126983625, 38256.73213926828, 38437.936230828294, 38456.960881675564, 38575.50377649865, 38596.42847030618, 38599.462034213866, 38628.175181211525, 38772.03498761645, 38925.550882552925, 38971.557111354574, 39161.99416726538, 39311.05867206121, 39451.840171021424, 39467.83022241174, 39510.574212515574, 39516.65162077182, 39538.44101147893, 39542.11174349582, 39724.37274153819, 39742.161420069315, 39770.36892554488, 39882.07834988511, 39912.94799774262, 39978.035307471844, 39990.50308492564, 40016.42860500589, 40083.038795950706, 40242.73964502863, 40257.84356363423, 40267.28625569426, 40281.112634643716, 40293.97150461396, 40333.25307300263, 40346.52472980934, 40439.54035753034, 40502.459671465695, 40531.82221865304, 40539.12578007058, 40554.56422842266, 40560.09054799644, 40566.19983418828, 40585.32697949651, 40586.567392999066, 40599.31551112682, 40609.02160242095, 40641.60293729172, 40643.84049166711, 40678.88575510828, 40696.239808948405, 41093.62578876396, 41117.47996137159, 41144.510793732785, 41156.76214456849, 41184.789863905884, 41246.38598747774, 41280.32791515637, 41325.88550814616, 41395.616743605344, 41418.38470355421, 41425.92590108079, 41430.538946885725, 41449.1730031293, 41569.77482333537, 41584.96377005118, 41633.84722626831, 41666.77484052445
416, 37091.616629274264, 19592.430595794052, 31941.894779257753, 33297.82615203284, 33809.210753312946, 34128.70281453293, 34343.96338015013, 35121.91094461848, 35175.38113643188, 35353.63236272928, 35525.52967579132, 35590.685141705886, 35740.73373037565, 35934.19374058367, 35988.209119488354, 36214.5430200931, 36402.101936482664, 36413.4216306826, 36577.24487725322, 36676.16580129348, 36713.08669964823, 36719.335197408756, 36771.820209852434, 36799.944250487446, 36852.418205497226, 37145.61459835089, 37583.12742897457, 37612.52336018912, 37734.57138301608, 37749.751065019474, 37773.46714740194, 37854.84749800126, 38093.16474073717, 38254.554126983625, 38256.73213926828, 38437.936230828294, 38456.960881675564, 38575.50377649865, 38596.42847030618, 38599.462034213866, 38628.175181211525, 38772.03498761645, 38925.550882552925, 38971.557111354574, 39161.99416726538, 39311.05867206121, 39451.840171021424, 39467.83022241174, 39510.574212515574, 39516.65162077182, 39538.44101147893, 39542.11174349582, 39724.37274153819, 39742.161420069315, 39770.36892554488, 39882.07834988511, 39912.94799774262, 39978.035307471844, 39990.50308492564, 40016.42860500589, 40083.038795950706, 40242.73964502863, 40257.84356363423, 40267.28625569426, 40281.112634643716, 40293.97150461396, 40333.25307300263, 40346.52472980934, 40439.54035753034, 40502.459671465695, 40531.82221865304, 40539.12578007058, 40554.56422842266, 40560.09054799644, 40566.19983418828, 40585.32697949651, 40586.567392999066, 40599.31551112682, 40609.02160242095, 40641.60293729172, 40643.84049166711, 40678.88575510828, 40696.239808948405, 41093.62578876396, 41117.47996137159, 41144.510793732785, 41156.76214456849, 41184.789863905884, 41246.38598747774, 41280.32791515637, 41325.88550814616, 41395.616743605344, 41418.38470355421, 41425.92590108079, 41430.538946885725, 41449.1730031293, 41569.77482333537, 41584.96377005118, 41633.84722626831, 41666.77484052445
417, 42475.14392939915, 19592.430595794052, 31941.894779257753, 33297.82615203284, 33809.210753312946, 34128.70281453293, 34343.96338015013, 35121.91094461848, 35175.38113643188, 35353.63236272928, 35525.52967579132, 35590.685141705886, 35740.73373037565, 35934.19374058367, 35988.209119488354, 36214.5430200931, 36402.101936482664, 36413.4216306826, 36577.24487725322, 36676.16580129348, 36713.08669964823, 36719.335197408756, 36771.820209852434, 36799.944250487446, 36852.418205497226, 37091.616629274264, 37145.61459835089, 37583.12742897457, 37612.52336018912, 37734.57138301608, 37749.751065019474, 37773.46714740194, 37854.84749800126, 38093.16474073717, 38254.554126983625, 38256.73213926828, 38437.936230828294, 38456.960881675564, 38575.50377649865, 38596.42847030618, 38599.462034213866, 38628.175181211525, 38772.03498761645, 38925.550882552925, 38971.557111354574, 39161.99416726538, 39311.05867206121, 39451.840171021424, 39467.83022241174, 39510.574212515574, 39516.65162077182, 39538.44101147893, 39542.11174349582, 39724.37274153819, 39742.161420069315, 39770.36892554488, 39882.07834988511, 39912.94799774262, 39978.035307471844, 39990.50308492564, 40016.42860500589, 40083.038795950706, 40242.73964502863, 40257.84356363423, 40267.28625569426, 40281.112634643716, 40293.97150461396, 40333.25307300263, 40346.52472980934, 40439.54035753034, 40502.459671465695, 40531.82221865304, 40539.12578007058, 40554.56422842266, 40560.09054799644, 40566.19983418828, 40585.32697949651, 40586.567392999066, 40599.31551112682, 40609.02160242095, 40641.60293729172, 40643.84049166711, 40678.88575510828, 40696.239808948405, 41093.62578876396, 41117.47996137159, 41144.510793732785, 41156.76214456849, 41184.789863905884, 41246.38598747774, 41280.32791515637, 41325.88550814616, 41395.616743605344, 41418.38470355421, 41425.92590108079, 41430.538946885725, 41449.1730031293, 41569.77482333537, 41584.96377005118, 41633.84722626831
418, 45936.09119521018, 19592.430595794052, 31941.894779257753, 33297.82615203284, 33809.210753312946, 34128.70281453293, 34343.96338015013, 35121.91094461848, 35175.38113643188, 35353.63236272928, 35525.52967579132, 35590.685141705886, 35740.73373037565, 35934.19374058367, 35988.209119488354, 36214.5430200931, 36402.101936482664, 36413.4216306826, 36577.24487725322, 36676.16580129348, 36713.08669964823, 36719.335197408756, 36771.820209852434, 36799.944250487446, 36852.418205497226, 37091.616629274264, 37145.61459835089, 37583.12742897457, 37612.52336018912, 37734.57138301608, 37749.751065019474, 37773.46714740194, 37854.84749800126, 38093.16474073717, 38254.554126983625, 38256.73213926828, 38437.936230828294, 38456.960881675564, 38575.50377649865, 38596.42847030618, 38599.462034213866, 38628.175181211525, 38772.03498761645, 38925.550882552925, 38971.557111354574, 39161.99416726538, 39311.05867206121, 39451.840171021424, 39467.83022241174, 39510.574212515574, 39516.65162077182, 39538.44101147893, 39542.11174349582, 39724.37274153819, 39742.161420069315, 39770.36892554488, 39882.07834988511, 39912.94799774262, 39978.035307471844, 39990.50308492564, 40016.42860500589, 40083.038795950706, 40242.73964502863, 40257.84356363423, 40267.28625569426, 40281.112634643716, 40293.97150461396, 40333.25307300263, 40346.52472980934, 40439.54035753034, 40502.459671465695, 40531.82221865304, 40539.12578007058, 40554.56422842266, 40560.09054799644, 40566.19983418828, 40585.32697949651, 40586.567392999066, 40599.31551112682, 40609.02160242095, 40641.60293729172, 40643.84049166711, 40678.88575510828, 40696.239808948405, 41093.62578876396, 41117.47996137159, 41144.510793732785, 41156.76214456849, 41184.789863905884, 41246.38598747774, 41280.32791515637, 41325.88550814616, 41395.616743605344, 41418.38470355421, 41425.92590108079, 41430.538946885725, 41449.1730031293, 41569.77482333537, 41584.96377005118, 41633.84722626831
419, 38180.03217397744, 19592.430595794052, 31941.894779257753, 33297.82615203284, 33809.210753312946, 34128.70281453293, 34343.96338015013, 35121.91094461848, 35175.38113643188, 35353.63236272928, 35525.52967579132, 35590.685141705886, 35740.73373037565, 35934.19374058367, 35988.209119488354, 36214.5430200931, 36402.101936482664, 36413.4216306826, 36577.24487725322, 36676.16580129348, 36713.08669964823, 36719.335197408756, 36771.820209852434, 36799.944250487446, 36852.418205497226, 37091.616629274264, 37145.61459835089, 37583.12742897457, 37612.52336018912, 37734.57138301608, 37749.751065019474, 37773.46714740194, 37854.84749800126, 38093.16474073717, 38254.554126983625, 38256.73213926828, 38437.936230828294, 38456.960881675564, 38575.50377649865, 38596.42847030618, 38599.462034213866, 38628.175181211525, 38772.03498761645, 38925.550882552925, 38971.557111354574, 39161.99416726538, 39311.05867206121, 39451.840171021424, 39467.83022241174, 39510.574212515574, 39516.65162077182, 39538.44101147893, 39542.11174349582, 39724.37274153819, 39742.161420069315, 39770.36892554488, 39882.07834988511, 39912.94799774262, 39978.035307471844, 39990.50308492564, 40016.42860500589, 40083.038795950706, 40242.73964502863, 40257.84356363423, 40267.28625569426, 40281.112634643716, 40293.97150461396, 40333.25307300263, 40346.52472980934, 40439.54035753034, 40502.459671465695, 40531.82221865304, 40539.12578007058, 40554.56422842266, 40560.09054799644, 40566.19983418828, 40585.32697949651, 40586.567392999066, 40599.31551112682, 40609.02160242095, 40641.60293729172, 40643.84049166711, 40678.88575510828, 40696.239808948405, 41093.62578876396, 41117.47996137159, 41144.510793732785, 41156.76214456849, 41184.789863905884, 41246.38598747774, 41280.32791515637, 41325.88550814616, 41395.616743605344, 41418.38470355421, 41425.92590108079, 41430.538946885725, 41449.1730031293, 41569.77482333537, 41584.96377005118, 41633.84722626831
420, 36427.70253732284, 19592.430595794052, 31941.894779257753, 33297.82615203284, 33809.210753312946, 34128.70281453293, 34343.96338015013, 35121.91094461848, 35175.38113643188, 35353.63236272928, 35525.52967579132, 35590.685141705886, 35740.73373037565, 35934.19374058367, 35988.209119488354, 36214.5430200931, 36402.101936482664, 36413.4216306826, 36577.24487725322, 36676.16580129348, 36713.08669964823, 36719.335197408756, 36771.820209852434, 36799.944250487446, 36852.418205497226, 37091.616629274264, 37145.61459835089, 37583.12742897457, 37612.52336018912, 37734.57138301608, 37749.751065019474, 37773.46714740194, 37854.84749800126, 38093.16474073717, 38180.03217397744, 38254.554126983625, 38256.73213926828, 38437.936230828294, 38456.960881675564, 38575.50377649865, 38596.42847030618, 38599.462034213866, 38628.175181211525, 38772.03498761645, 38925.550882552925, 38971.557111354574, 39161.99416726538, 39311.05867206121, 39451.840171021424, 39467.83022241174, 39510.574212515574, 39516.65162077182, 39538.44101147893, 39542.11174349582, 39724.37274153819, 39742.161420069315, 39770.36892554488, 39882.07834988511, 39912.94799774262, 39978.035307471844, 39990.50308492564, 40016.42860500589, 40083.038795950706, 40242.73964502863, 40257.84356363423, 40267.28625569426, 40281.112634643716, 40293.97150461396, 40333.25307300263, 40346.52472980934, 40439.54035753034, 40502.459671465695, 40531.82221865304, 40539.12578007058, 40554.56422842266, 40560.09054799644, 40566.19983418828, 40585.32697949651, 40586.567392999066, 40599.31551112682, 40609.02160242095, 40641.60293729172, 40643.84049166711, 40678.88575510828, 40696.239808948405, 41093.62578876396, 41117.47996137159, 41144.510793732785, 41156.76214456849, 41184.789863905884, 41246.38598747774, 41280.32791515637, 41325.88550814616, 41395.616743605344, 41418.38470355421, 41425.92590108079, 41430.538946885725, 41449.1730031293, 41569.77482333537, 41584.96377005118
