0, Infinity, 46286.60180247637, 3.208511010562012E304, 45806.65905485878, 45190.71861738746, 6.910376677408047E7, 28230.557837200176, 89701.52340513503, Infinity, 1060525.723664722, 6.6493612107113255E273, Infinity, 42696.085325360065, Infinity, 1.859155039485157E199, 2975903.599664135, Infinity, Infinity, Infinity, 7.048933197778967E41, Infinity, 39843.95982584984, Infinity, 1940270.8473502784, Infinity, Infinity, 4.509079454909965E21, 48886.3032496826, 2.233384172387446E230, 8.194303040151892E8, Infinity, 541944.1919304497, 1.937433076243475E10, 135705.6355291296, Infinity, 7.94886761899079E301, Infinity, 45356.202251251125, Infinity, Infinity, 84803.56665028023, 1.952710558477647E100, Infinity, Infinity, 5.452285284114171E127, 51784.206838802995, Infinity, 45827.05636212664, 6.1497244335692466E78, Infinity, Infinity, Infinity, 157897.57543080053, 20814.23205330667, 1.398559065483253E7, 3.563107769217995E8, 1.6628635275990061E7, 47966.95148574029, 41850.40953641783, 40905.56316697563, 160636.3970714017, Infinity, Infinity, Infinity, 2.0205895661815404E134, Infinity, 49986.65546062883, 4.906731649449112E53, Infinity, 1423931.5328710896, 2.4144731129708094E99, 46328.78079615885, 42940.014549509004, 47045.74860147444, 3.086799986988577E278, 71728.06496637203, 1.1701392933474982E85, 3.320362598477062E122, 51331.22991206565, Infinity, 1.9778039951937118E238, Infinity, 45375.045512958706, Infinity, 141471.94396943916, Infinity, Infinity, 536929.7764718705, 42794.79246242298, 59542.850995264336, 45410.728781592836, 2.8040678194697714E8, 4.322611360524026E11, Infinity, 406704.0645945599, 44263.4576111517, 55989.16154753914, 90852.72325656982, Infinity, 4.188451676258112E85
153, 20.170275444989134, 20.44176398095256, 20.44952913169925, 20.879667192136292, 20.93429835239301, 20.938437773457167, 20.9654768400985, 20.981350083858743, 21.030878149977717, 21.120097873141837, 21.129118572739937, 21.150435787133578, 21.275248981186902, 21.309839929166017, 21.418921432887036, 21.473919151061935, 21.517130469253104, 21.571429069695434, 21.59125748017262, 21.621349713204385, 21.712180363922204, 21.71659221705073, 21.72397376491934, 21.72562637775983, 21.740975873166118, 21.771612023277893, 21.858415491245154, 21.88278384746018, 21.94434956414381, 21.959292165369135, 22.007744865126956, 22.040336673702136, 22.06976414846817, 22.121191768362923, 22.134103750679145, 22.139344196804746, 22.16381689570317, 22.19480101744789, 22.20220219824804, 22.227441300478297, 22.330148061650366, 22.334186445857302, 22.337319505999776, 22.353535715048913, 22.38781414912806, 22.407179976469692, 22.446675441043737, 22.46531591359268, 22.501879702021967, 22.535131179157265, 22.579654733104555, 22.589266706055323, 22.597329604297773, 22.61796114848039, 22.62542940643734, 22.634545861642817, 22.652941564608497, 22.675915897926615, 22.699406767295677, 22.703439422014842, 22.70792829604055, 22.727185383482684, 22.74306321621682, 22.747919650297174, 22.75081462919242, 22.762044584586892, 22.766531915217133, 22.772563952278304, 22.783074826628408, 22.788301310255328, 22.822980072252527, 22.829223117320563, 22.84312456016507, 22.872389868937546, 22.905190841892015, 22.906741388865022, 22.9186603055074, 22.927167636943157, 22.932248678155833, 22.956297606212004, 22.976202053323046, 22.987303520772148, 22.988492864614553, 22.991982530477664, 23.011932419795244, 23.049026921286405, 23.059527091643474, 23.07001585672647, 23.07938866255991, 23.085761182076762, 23.10528075763837, 23.12911486824778, 23.184407238386108, 23.18834168995819, 23.190564627121283, 23.192215352624302, 23.205520617817083, 23.22817381380318, 23.235425842502302, 23.24307606873767
154, 20.30901567470848, 20.555717332338027, 20.875668633707196, 21.09747861232853, 21.14030062013904, 21.147375390215533, 21.208596946892676, 21.267234501601983, 21.28690927492491, 21.30158253042379, 21.334619040612786, 21.33626183628899, 21.80370887440987, 21.81752394362661, 21.847050146783655, 21.848158051541176, 21.88122144001746, 21.89805284231718, 21.97157001733234, 22.00554923363714, 22.01780505968651, 22.02648547337364, 22.070140415467634, 22.126001708478505, 22.19831235362998, 22.208636439517285, 22.233082132155495, 22.236904501849104, 22.240620734947615, 22.257798522393948, 22.27051776465497, 22.302346183871, 22.396147762963427, 22.420856574940103, 22.443311624363666, 22.460701757622562, 22.463233600326554, 22.47403642419416, 22.493964630608478, 22.51327020904957, 22.51912845255328, 22.546799035187373, 22.56309937878887, 22.56992312562853, 22.576518765130732, 22.611789247043344, 22.62363526616095, 22.63276784738843, 22.64521619612378, 22.656077572036235, 22.6718171998217, 22.68003230029433, 22.685208469002028, 22.69468649884161, 22.725459443648756, 22.75214210946792, 22.767631970637762, 22.801448647079145, 22.810966095054575, 22.820976668042558, 22.827657743178058, 22.830278223070636, 22.84500222692288, 22.92668043398107, 22.932752086687465, 22.956629273924516, 22.95960229236791, 23.007769896208718, 23.010612601907173, 23.04244362554807, 23.065586984836777, 23.08143192975603, 23.082510439154056, 23.087355899859936, 23.08885525871379, 23.117606586393848, 23.14303033636665, 23.164478599322997, 23.20768786846726, 23.218177213540365, 23.22429112464551, 23.231585230893778, 23.24434129953469, 23.24601870136019, 23.246192331040213, 23.249191831325657, 23.259657952299392, 23.269675752415736, 23.273846572399925, 23.27895271452777, 23.28542464571366, 23.290248353705213, 23.315175078523943, 23.321811831390832, 23.327505217369666, 23.369616629508126, 23.379388381340437, 23.38124100028389, 23.38130623549558, 23.388930679560442
155, 18.592189920488327, 20.356258905652204, 20.514253925696988, 20.831434156301665, 21.0245510015806, 21.041445147667652, 21.093958837562145, 21.120305091345628, 21.2187241119002, 21.26583861340594, 21.354457660009476, 21.441934836286794, 21.56759811616608, 21.577987712949216, 21.59153412837954, 21.61441513720834, 21.728077060029165, 21.83574169771675, 21.840521099110806, 21.905097376076625, 21.976229147202936, 21.978791121748564, 22.045195905691166, 22.111006317268032, 22.13693774276908, 22.185860067325788, 22.20850856721634, 22.237471279762133, 22.2512140867117, 22.30726687011488, 22.315697249286167, 22.385086114439932, 22.406833625918125, 22.432030323165062, 22.44401690446149, 22.46494090834699, 22.488690601086745, 22.541686312022726, 22.581231149296826, 22.591376104123775, 22.65364843091532, 22.65768041341865, 22.6585636090414, 22.679443653147786, 22.698002536571785, 22.770258157885987, 22.78458481012157, 22.7867932129941, 22.798107132685328, 22.84275397603637, 22.843228257978993, 22.89108338834778, 22.911476802739095, 22.92610218252033, 22.927182666081496, 22.94715553202959, 22.979609863640007, 22.986226523690778, 22.990198280812493, 23.005505764592417, 23.034218012707257, 23.04623103432387, 23.051709952289418, 23.08005066579413, 23.083410422860084, 23.085269223631855, 23.090540810784155, 23.10539076248437, 23.105991513622055, 23.110895196806776, 23.12896104705504, 23.129216606098097, 23.135099702633347, 23.148444698621798, 23.16681823599216, 23.183882824203188, 23.227048237598023, 23.251963535272118, 23.256657512909545, 23.26542440562363, 23.267573775681324, 23.279501408339208, 23.28618527486315, 23.298603247326074, 23.321930532121208, 23.323498423056268, 23.323563580647072, 23.328146083735998, 23.33100816662832, 23.350640685428626, 23.355252466325897, 23.3779916589594, 23.3901363503805, 23.39881651718264, 23.419567906841866, 23.434835875764428, 23.43614605513139, 23.44646194824081, 23.48162095541031, 23.49068122443733
156, 19.438972127651756, 20.000922212373524, 20.081415278327075, 20.41339822468165, 20.433391279213193, 20.695399614218605, 20.738252284085537, 20.76715976401089, 20.82536837071271, 21.033279252091802, 21.081544482686088, 21.300406576610577, 21.32801523157935, 21.429862812184158, 21.475297626573212, 21.519628096786573, 21.579066490264875, 21.639980134187613, 21.67712303757625, 21.733996772070515, 21.736531879083785, 21.744463423530853, 21.850553908163576, 21.864939755165096, 21.936941884817937, 21.9768050390403, 21.981296145628065, 22.00023405561608, 22.041383048754966, 22.078107311400345, 22.094262205446306, 22.18030212742758, 22.207510734327517, 22.210406978900778, 22.255621125782415, 22.296191868163156, 22.37542928771055, 22.385127126331618, 22.392213560261276, 22.39371623694275, 22.474534050057933, 22.494345078661578, 22.498135182525385, 22.525259024618663, 22.527904019408567, 22.536962276769533, 22.55007079972699, 22.565372875888954, 22.571535776832388, 22.589089518700106, 22.590159101902763, 22.60968875197519, 22.63606226682574, 22.67874830016197, 22.682672397060085, 22.701389417773665, 22.745896347239235, 22.765977116917536, 22.7888859089045, 22.816099916435228, 22.84483991591691, 22.852348229998228, 22.860818555428335, 22.86483942572123, 22.87241865881201, 22.87353718623558, 22.8940981540523, 22.913345616386238, 22.919200021935307, 22.92226560341272, 22.932332235334453, 22.93834048980236, 22.99469268750893, 22.99494772012432, 22.99995868158638, 23.020745014392972, 23.053695055627422, 23.082815353397734, 23.090684682085456, 23.093428804727168, 23.10885086611057, 23.137221737312426, 23.143915875980497, 23.14993922866183, 23.175805748845296, 23.17661953515496, 23.177871064428103, 23.19294162882254, 23.20193718474193, 23.204669794910934, 23.23634281709315, 23.23646384456771, 23.24482593539707, 23.26982885911301, 23.271910014285865, 23.280947412090402, 23.284196817498444, 23.293249853771652, 23.296655707041854, 23.305056539493233
157, 19.52776813935898, 20.325541812155187, 20.35170678794298, 20.504471383344704, 20.52347514836566, 20.58467898487912, 20.6357115666361, 20.922905433882395, 20.933594981508357, 20.96428377795164, 20.975201842092346, 21.07058685199747, 21.141027358045115, 21.304486026645655, 21.30707512225143, 21.363577412439493, 21.369471429168247, 21.48613589684133, 21.669139089710384, 21.72195526635467, 21.74581289756374, 21.761582495724824, 21.82265676294379, 21.846184969371976, 21.91867682524715, 21.95028158643826, 22.016427249356692, 22.031238940997298, 22.07449702928319, 22.082033011356316, 22.08425488200126, 22.167541320813438, 22.18320335337273, 22.18583312542474, 22.186321220835033, 22.189119268658978, 22.193328718880405, 22.205954138726533, 22.211742818614812, 22.228747229462073, 22.23408863461688, 22.305206461612457, 22.3106642525447, 22.33883163448547, 22.364954508565187, 22.39442340804633, 22.394512480042465, 22.404437213077266, 22.422862837799485, 22.434711178448037, 22.44809755149354, 22.45253086531796, 22.482572980462816, 22.495229387311582, 22.513065480388057, 22.517060493889158, 22.519985424296397, 22.556825435344987, 22.58632244263894, 22.60134354639467, 22.655138139344107, 22.65934270308793, 22.66305731592514, 22.687244238422643, 22.69275911318202, 22.70280788074392, 22.707397337453546, 22.72839478847237, 22.735322225571043, 22.768322841482828, 22.769421162676867, 22.772169435414913, 22.773896032942705, 22.776872591255728, 22.786795178906523, 22.796890301218095, 22.79782849634834, 22.800889197229825, 22.80412826489426, 22.805182958186332, 22.833348285204266, 22.844107374319368, 22.8458000573859, 22.852888326008475, 22.85796960405336, 22.902852546374714, 22.91943972184684, 22.947761707290546, 22.953035754078922, 22.954709034996945, 22.962245932057453, 22.972606625994352, 22.972830102823135, 22.97450019206196, 22.987217194572473, 22.988562434151504, 23.013923518846614, 23.014618867458182, 23.022591404073413, 23.023235287901823
158, 19.759324805630445, 20.53758441927549, 20.7390449509044, 20.752810833322442, 20.78193040868343, 20.825238469247303, 20.85927774762617, 21.007708891808754, 21.053780240905002, 21.169808986103604, 21.222849895974868, 21.348662152569176, 21.35198770525442, 21.384142677832454, 21.502282404824733, 21.506852443379632, 21.538307657579672, 21.58401899377894, 21.69012775588842, 21.69795917060455, 21.70675473343926, 21.73292024733314, 21.74311129862613, 21.77643255369398, 21.778728134503922, 21.79895027365872, 21.814402171530535, 21.846063330185736, 21.847177030409735, 21.89436483385783, 21.922730783053, 21.93053650408312, 21.93681978478364, 21.995969873463444, 22.05564545844676, 22.06468622555862, 22.08829501479582, 22.13819079155847, 22.17031583138466, 22.185647522270813, 22.19462662287099, 22.26539907285651, 22.293162185415568, 22.29361762547842, 22.29942544818324, 22.30928260992706, 22.316195321507216, 22.33927076856693, 22.34026841085276, 22.343004392974862, 22.383551642251554, 22.39115765226982, 22.43479112911167, 22.44073841234409, 22.44934315883964, 22.452540867857582, 22.46292426069053, 22.47679700550327, 22.497247296790647, 22.514288660884784, 22.51737663485664, 22.545524823841966, 22.57327272062812, 22.637335422235672, 22.64950270834211, 22.657588170264088, 22.658387088239387, 22.70264517313678, 22.706192469398125, 22.730980496523127, 22.743661335400986, 22.764614924709594, 22.767232515302112, 22.78257306658239, 22.80014010954679, 22.807978200922335, 22.843441429059872, 22.851969103969967, 22.86118139590356, 22.92512346833298, 22.936109623167614, 22.943864605669873, 22.95651582512551, 22.957596503151272, 22.974482516849527, 22.97808147234189, 23.002755598398895, 23.014298972401825, 23.04853415991807, 23.057417174967824, 23.094962605506602, 23.10173665173011, 23.110033250719166, 23.118532185438795, 23.124174086368757, 23.130568784511713, 23.145089438099056, 23.156386132782924, 23.164598886371706, 23.175423679995333
159, 20.401958095037347, 20.42401869624715, 20.446777495634688, 20.510191467730973, 20.777466297601595, 20.795665329509607, 20.842681394892008, 20.966066556884385, 20.997356768472685, 21.03985670795642, 21.041538147064294, 21.18921402673326, 21.191862308859147, 21.354489116562693, 21.397787340258798, 21.52444931733481, 21.537399854746422, 21.545249135893208, 21.60488446687864, 21.672807374761693, 21.76310863971878, 21.78146900786682, 21.924289832105462, 22.00049868578766, 22.014312727106727, 22.046166303721684, 22.061763520121808, 22.075090220336918, 22.124888728465727, 22.135531398976887, 22.18966662713883, 22.313372245536613, 22.337068694458996, 22.352171811959437, 22.372341005804476, 22.380796477471556, 22.400357580151017, 22.42339851525282, 22.424852616751902, 22.525353921646502, 22.530546550547704, 22.563901196113385, 22.614921211230886, 22.635852539076325, 22.641106166753172, 22.647957929444612, 22.653564861777276, 22.65956987861149, 22.671763920241233, 22.67240148375877, 22.675645234698475, 22.680937067527005, 22.682223643802573, 22.693985321120486, 22.706400163167743, 22.75020987678058, 22.761523755851258, 22.767482522581773, 22.794685818688503, 22.79476991016771, 22.811617758510152, 22.81201824638765, 22.829355112123743, 22.845325490760303, 22.860030935731814, 22.863568891633715, 22.865831998995333, 22.882923577843528, 22.890032630460095, 22.898057071264123, 22.902526378032714, 22.910780959779892, 22.943701224900167, 22.970759211414272, 22.98136978031804, 23.01344756828627, 23.039683438851274, 23.0464343919581, 23.07788175436225, 23.082302970448172, 23.08297763478717, 23.102390514906734, 23.11452028857237, 23.120765747937295, 23.123217520041642, 23.144333909321027, 23.15210075880583, 23.161623318377092, 23.168193488897586, 23.181887980392943, 23.195027684347835, 23.201786585433986, 23.221311409727974, 23.252883899218233, 23.258736119665777, 23.262701966230594, 23.269387419023424, 23.30294036005344, 23.331048083688213, 23.331919273095973
160, 19.770284495668395, 20.17251495243806, 20.61479751852817, 20.730714762956843, 20.908510136052296, 21.11599200071688, 21.223244869190744, 21.269215797254272, 21.35014900017105, 21.418285891568775, 21.454826391476285, 21.458541206901472, 21.537403484096174, 21.565136952004416, 21.590518096178844, 21.592560811253666, 21.688486125329657, 21.741511776158056, 21.76437532200098, 21.772363836258183, 21.77923245308866, 21.787900547124195, 21.826305604927505, 21.836949452372885, 21.865086889619022, 21.882050389995406, 21.892901257112396, 21.893703330481245, 21.907904967621654, 21.920845512421845, 21.98451127888771, 22.035744426570588, 22.03708378444642, 22.09241651368213, 22.09520967263575, 22.188127092329616, 22.19128850265422, 22.216829806401176, 22.252057517584113, 22.26092452692719, 22.300588745985213, 22.30160039937078, 22.315419483597765, 22.315477584300634, 22.32164207809238, 22.335498000132326, 22.37981053729488, 22.468266344686658, 22.576435341775735, 22.633878276782088, 22.66037580055781, 22.672053798636295, 22.707659869702486, 22.720116842449364, 22.751635972732064, 22.77008858644151, 22.782720837181245, 22.808631764335775, 22.824990119340043, 22.828337894076526, 22.833053913653167, 22.920605003307003, 22.936592417274916, 22.939260585614413, 22.939543187844915, 22.962028042859718, 22.968368794210413, 22.988645305743066, 23.01766225602269, 23.018083749625344, 23.024536107990674, 23.03603803400697, 23.051522926192693, 23.06120003918283, 23.09377049426095, 23.09383729372059, 23.128860236184646, 23.135647355896083, 23.138621176276605, 23.1406331107836, 23.166850125041236, 23.18116530005438, 23.18507399753934, 23.188960274553246, 23.201784809725993, 23.207400764823603, 23.207440887312142, 23.21689537013884, 23.217388517396213, 23.222008535101647, 23.22853308598948, 23.241317199007, 23.252056013649643, 23.253339848825835, 23.263831942061262, 23.26502417706266, 23.268627823452764, 23.268706647157114, 23.282082519155264, 23.291581942326996
161, 20.111374677443273, 20.384824931114906, 20.400272251333416, 20.46441617928496, 20.56442155270823, 20.575112777410887, 20.661037001866703, 20.674405526744756, 20.893528793301325, 20.948523854965007, 20.987778436455436, 21.112554111745194, 21.12865552914361, 21.244901911714354, 21.305652706142823, 21.320202564819585, 21.33967719104555, 21.366709240881512, 21.3884407785616, 21.39743560803659, 21.452840492183228, 21.468034023537307, 21.478182335519655, 21.492747011366564, 21.523204078713217, 21.553770232526592, 21.733224708513394, 21.735635570606846, 21.799881410957656, 21.848392364576593, 21.873425660670335, 21.87406340487357, 21.925729405904278, 21.949839166238224, 21.977144820976765, 22.022493671192088, 22.034899480861434, 22.05162000855903, 22.07129780543993, 22.077783618823034, 22.13219503290511, 22.144091942002245, 22.226951289037128, 22.27761095527184, 22.361946472786702, 22.46584389657905, 22.4691640663542, 22.470048694605598, 22.494921082034413, 22.52129626982076, 22.52354838500879, 22.524104905500888, 22.556449994906963, 22.558493678142394, 22.58705680015417, 22.594934011620563, 22.614380858179626, 22.63281956074442, 22.63552310576854, 22.653262950206024, 22.668213188992056, 22.668808356479055, 22.685955437499732, 22.703986003423328, 22.71335798292372, 22.71608858144526, 22.781941679673782, 22.785675770109133, 22.807737647562416, 22.818294713390614, 22.822669517532173, 22.871253463015126, 22.87837428685791, 22.890442825278626, 22.890463670809734, 22.90601812474154, 22.914570636009845, 22.921935598023214, 22.92752596100172, 22.93168477925105, 22.937950340210875, 22.94698754616807, 22.992403394871776, 23.020621309710464, 23.038688163065437, 23.06478474110856, 23.079912588409524, 23.11395632990076, 23.129042474661624, 23.1391290882751, 23.141800185283095, 23.15544407222916, 23.160974111832967, 23.165947172995782, 23.168716573383975, 23.191372816086506, 23.196579648708404, 23.21329883842965, 23.227650031217866, 23.227876435147206
162, 19.37296145407987, 20.186158841944437, 20.234934669463833, 20.308148922898546, 20.38923966454433, 20.423342710117478, 20.73059367237316, 20.93629669690519, 21.07013540923076, 21.2071758929216, 21.321700705569764, 21.364659960789623, 21.399873467340374, 21.429198338878695, 21.462472998081207, 21.481196606200246, 21.63832736853393, 21.64034021476212, 21.694087372176945, 21.76267707061563, 21.76478169481901, 21.774622553583026, 21.950545029176833, 21.95868028169928, 22.13340125505493, 22.19784544023277, 22.2539842908309, 22.256335315907425, 22.26450089310376, 22.309589527711953, 22.420019581720954, 22.45621362410677, 22.47300314570391, 22.543693115891482, 22.54608738992847, 22.548675777694207, 22.549966361791032, 22.554276404242785, 22.559824111220188, 22.5622824897407, 22.56629238890315, 22.592254524430103, 22.618671083938125, 22.621152929332606, 22.677825834230585, 22.6853465970092, 22.701750702631724, 22.70258924991015, 22.707166282049496, 22.709520263227898, 22.713134194331904, 22.733212711038174, 22.741793178510065, 22.767765389159916, 22.778843446969926, 22.787758022934863, 22.797591651222323, 22.81713386894576, 22.82769319687035, 22.83969374386305, 22.84163991559994, 22.84930336828279, 22.856975918510816, 22.88363998823666, 22.90939501976441, 22.915548540861632, 22.92777667059677, 22.93727232681239, 22.93904327183311, 22.980215157333387, 22.995120529856187, 23.016850663726416, 23.045666655541226, 23.046095067362554, 23.06021134493023, 23.067666220463423, 23.06887656578172, 23.07497244492761, 23.158965347324965, 23.199071923583144, 23.236513499689533, 23.241247164127344, 23.266437680643794, 23.26930465445404, 23.27295864680406, 23.275369688817413, 23.279790923237496, 23.320219539843116, 23.32712897112845, 23.33968189468134, 23.3549628733715, 23.366204048356494, 23.376288244298877, 23.39517260136157, 23.410694415802993, 23.418461291290264, 23.423859095521394, 23.46805292574801, 23.485027358943153, 23.504350227729898
163, 18.488316677924885, 19.903728531015958, 20.276471084954895, 20.57396684551001, 20.622332940530086, 20.71744683903065, 20.782950819947324, 20.962810982899494, 21.058172588897072, 21.100315080403956, 21.168960702769827, 21.20432990075276, 21.27095651563799, 21.28962203183386, 21.34890414354051, 21.35000013652241, 21.354266169215443, 21.35702507630608, 21.396463366517025, 21.397677746547757, 21.400461380113207, 21.403437005254105, 21.437149549675468, 21.534033613696398, 21.55197037302403, 21.674627343259562, 21.711315872962285, 21.789447582201195, 21.790855695022803, 21.872924499519037, 21.892551672563858, 21.904086301578708, 21.93822535232343, 22.01066116561183, 22.014969175440864, 22.045551133861256, 22.059031023533308, 22.093520980823, 22.13509170863243, 22.170739240018634, 22.183234087588417, 22.1901363640185, 22.20280582215397, 22.22533370234063, 22.251620197553486, 22.297859769348264, 22.307514529970447, 22.354218261295948, 22.364448532842918, 22.378814667689426, 22.44770976829313, 22.457473125837197, 22.490544199916766, 22.49803820810305, 22.50557655963118, 22.54269973111279, 22.586362006517056, 22.64425523989506, 22.660038339105206, 22.706652821575375, 22.707019688359477, 22.74812729115733, 22.810260785755847, 22.815316823240124, 22.826728273835354, 22.86862653394691, 22.881508549423135, 22.887701459024022, 22.902914000010316, 22.911870251295095, 22.914492499739392, 22.930731803444235, 22.946973113609197, 22.993891093194684, 23.000788320904853, 23.018613568477242, 23.038873865844035, 23.07061293442871, 23.076519133896756, 23.078962566628714, 23.085066225596883, 23.09197618895346, 23.100409544935314, 23.12903253549154, 23.14451107485285, 23.164806124928266, 23.177495132820017, 23.18712177645424, 23.191022902692637, 23.216998910632043, 23.239450696796208, 23.24322553841685, 23.251181206759846, 23.25901357349874, 23.27110422306915, 23.291765359599143, 23.324630204093157, 23.32708093942886, 23.349931874240962, 23.350312052011315
164, 18.836307566317135, 19.793408543893573, 20.137764172631357, 20.204512074180098, 20.30311005162446, 20.36305876697875, 20.608182551955814, 20.690079650956474, 20.924855985491472, 20.971299447878774, 21.06262006269419, 21.157708455341062, 21.37342633710259, 21.41817726094544, 21.566715122077188, 21.576671791420544, 21.621080161209843, 21.728572339463646, 21.737470098107153, 21.82897559818136, 21.996120148998376, 21.99799442525763, 22.029133900774887, 22.037172600150985, 22.060659090772237, 22.114445139124644, 22.164117363212956, 22.170456355592208, 22.22577668570687, 22.229039303975476, 22.238964541005693, 22.245729886798642, 22.287199154086775, 22.31044945156212, 22.32836601174347, 22.334963898286958, 22.366140803209653, 22.366699228471212, 22.369612629593085, 22.40705247962469, 22.414822683468792, 22.417166171057193, 22.423906145220727, 22.446532697204955, 22.47432835712827, 22.495859857314592, 22.5247089500558, 22.533791740498057, 22.537502739113936, 22.556023835121252, 22.56395881346146, 22.573183486641522, 22.574537173340474, 22.58270892321672, 22.594320525608598, 22.628651603823815, 22.64152063344088, 22.65206224549897, 22.685276905120205, 22.69745155028067, 22.726496462874298, 22.731083945079153, 22.74495634846408, 22.753542550713288, 22.775530816594557, 22.776121624266697, 22.80965286294071, 22.817156893312813, 22.837347769653153, 22.84243603698994, 22.84953135904804, 22.86942396449756, 22.935617115615905, 22.935872246055318, 22.936427127561952, 22.969828724885126, 22.984039619595244, 23.001662268720946, 23.04411031391873, 23.050705491346378, 23.05557653226661, 23.061310716265965, 23.088400785638846, 23.12426758071092, 23.142334615730647, 23.156242121306512, 23.18496677885374, 23.241334117152288, 23.251040092905242, 23.271927005136845, 23.283981933195726, 23.298261269673635, 23.30508442984323, 23.313229024208777, 23.33966066742478, 23.370048418961183, 23.398095170404044, 23.41042349056479, 23.41430835867922, 23.4612065266506
165, 20.392264541744545, 20.580962194587773, 20.605292374460134, 20.65662271340841, 20.7327992547533, 20.78537198803884, 20.95177372862483, 21.0650177989944, 21.06789393365112, 21.157392294349005, 21.238246716345476, 21.24671415367332, 21.299835584873172, 21.409953449978357, 21.410898069498433, 21.464342617921623, 21.590098982506884, 21.646532968999683, 21.682648320808166, 21.686231317037574, 21.706453771936157, 21.819436828015533, 21.844760272451992, 21.872608710050883, 21.898550027423312, 21.931230626679575, 22.021847748762703, 22.062996224673974, 22.146036626144088, 22.185678325115127, 22.257752523832647, 22.29400914220045, 22.303981728598924, 22.32276126704086, 22.338845302717257, 22.33941148323791, 22.371352097758297, 22.389441461362075, 22.448824537451166, 22.452395160128088, 22.46301091109292, 22.469749602908102, 22.500820764154017, 22.51075211529431, 22.557697886813504, 22.573727177821493, 22.586761895747866, 22.599257079616248, 22.608453328402714, 22.623576728563943, 22.641680179232566, 22.65272857206218, 22.66217977772213, 22.69537782049933, 22.6973142397526, 22.72954263341607, 22.75994159359134, 22.77187872550409, 22.790296031296325, 22.799775805780154, 22.839897240432183, 22.861344691033796, 22.867027082305704, 22.896577352472978, 22.899638974857407, 22.918246030798265, 22.946105208749625, 22.955974353794847, 22.960901785339946, 22.99411721664308, 23.01475493528344, 23.023633457141777, 23.025831417074016, 23.05435507242248, 23.055208415839914, 23.055622574312203, 23.0729324009287, 23.081547234909426, 23.1031992433256, 23.13383931117415, 23.148121362429695, 23.166212751880426, 23.19377687523872, 23.20696004499608, 23.244153477647306, 23.24476598182819, 23.266054783372144, 23.27404215647668, 23.281983973624538, 23.28876524582466, 23.302875351228504, 23.30399812104107, 23.31150750158714, 23.31214783417824, 23.3184945368171, 23.359552515428987, 23.364795093603657, 23.36832806202219, 23.37467603795878, 23.39532369507222
166, 20.110444734414312, 20.1251786104684, 20.71488405760164, 20.76101059918512, 20.763456042230757, 21.03429011639819, 21.08156386002745, 21.094007504022848, 21.112415238304546, 21.17022441012826, 21.202582562615024, 21.25244823541079, 21.311521740049066, 21.321778714414105, 21.32590587578734, 21.44808698507009, 21.470517493362426, 21.49607026824454, 21.514924216446907, 21.572166731889435, 21.6058262349834, 21.647059567567545, 21.682229700321074, 21.73302990169279, 21.829612182378877, 21.878684983704066, 21.915989734467797, 21.95451811597345, 21.971112589130847, 22.003515732080082, 22.036496861286707, 22.051738430919226, 22.051927032622537, 22.099133345752733, 22.099415196203473, 22.157791146737132, 22.163920942594626, 22.209470850460782, 22.30326416264369, 22.402759181317307, 22.434423207215573, 22.441967491077495, 22.443111084031422, 22.46282704039378, 22.48781032772459, 22.488416610144643, 22.490241899186355, 22.49700182521176, 22.554454993985875, 22.595572319418796, 22.61074777797401, 22.612706639272442, 22.63115849541462, 22.64288951835677, 22.66763038435389, 22.67140504305802, 22.78887619198645, 22.80925723730251, 22.81212480317239, 22.82082726183448, 22.837937084878767, 22.841924129152495, 22.84262489359468, 22.889919400341583, 22.923981274701006, 22.942955749985437, 22.948706111066947, 22.949245335537626, 22.97563745996436, 23.016525167944263, 23.036035374214958, 23.036542894826987, 23.03831437834737, 23.065231667391473, 23.075517710134015, 23.094298375403877, 23.104471354116384, 23.11444315728989, 23.12242466377124, 23.125368721729917, 23.13339330369681, 23.142833823016915, 23.145038107947816, 23.164493205670453, 23.196354493035084, 23.22627148506028, 23.255791696321896, 23.27792811215087, 23.287449891109862, 23.288694028503546, 23.308651100564255, 23.331541202310223, 23.332912055701186, 23.336446110026735, 23.339829183079512, 23.346903652621307, 23.352051934457343, 23.357001465091376, 23.357906826483852, 23.36740294575608
